HSA Number,HSA Name,Medicare enrollees (2001),Total Mortality: ASR-adjusted % of deaths among Medicare enrollees (2001),Non-HMO Mortality: ASR-adjusted % of deaths among Medicare enrollees without HMO coverage (2001)
2001,AK-Anchorage               ,14944,5.08846701428694,5.15168318642234
2016,AK-Barrow                  ,227,,
2017,AK-Bethel                  ,1053,5.51298584961075,5.58156276095083
2002,AK-Cordova                 ,157,,
2018,AK-Dillingham              ,283,,
2003,AK-Fairbanks               ,4837,5.93785406110642,6.03421973699473
2004,AK-Homer                   ,942,5.33090463865759,5.22278286323327
2005,AK-Juneau                  ,2373,5.74813311227084,5.8265868673853
2006,AK-Ketchikan               ,1407,5.6934157712408,5.69848693778651
2007,AK-Kodiak                  ,627,5.3226026075143,5.43964494359275
2019,AK-Kotzebue                ,346,,
2008,AK-Nome                    ,349,,
2009,AK-Palmer                  ,3554,5.82110874100518,5.94097339033014
2010,AK-Petersburg              ,335,,
2011,AK-Seward                  ,288,,
2012,AK-Sitka                   ,692,5.05331735480381,4.96497579392884
2013,AK-Soldotna                ,2455,4.7763664795819,4.85339875312182
2014,AK-Valdez                  ,170,,
2015,AK-Wrangell                ,291,,
1001,AL-Alabaster               ,9327,6.04534684320222,6.2611811305015
1002,AL-Alexander City          ,3505,6.50274849756164,6.52162265987488
1003,AL-Andalusia               ,4146,5.93784387719251,6.00829883722328
1004,AL-Anniston                ,13640,6.80177160474681,6.87094025357236
1006,AL-Ashland                 ,1888,6.18616168465928,6.26384953889158
1007,AL-Athens                  ,6144,5.4289714458503,5.49849348048024
1008,AL-Atmore                  ,2092,5.79909406801516,5.85209331344456
1010,AL-Bessemer                ,12714,6.50731765376846,6.91144231469222
1011,AL-Birmingham              ,95025,5.6764094298003,5.91653016353291
1012,AL-Boaz                    ,8308,6.0923687539039,6.16679276402169
1013,AL-Brewton                 ,3174,6.11281005605385,6.18248662130938
1014,AL-Bridgeport              ,1177,6.83124238108119,6.91052900518355
1016,AL-Camden                  ,976,4.57369135953096,4.52957329254062
1017,AL-Carrollton              ,3030,5.64688899940602,5.67297187603762
1018,AL-Centre                  ,2943,6.07569053839871,6.15463653215014
1019,AL-Centreville             ,1157,5.63035547704191,5.74869865447399
1022,AL-Cullman                 ,11421,6.25204731186389,6.33947981657287
1023,AL-Dadeville               ,1750,6.93846122314486,7.01500873456439
1024,AL-Decatur                 ,8973,5.48578659025173,5.5499833852696
1025,AL-Demopolis               ,2657,5.87761839908015,5.92240011457841
1026,AL-Dothan                  ,22501,5.48661492978966,5.52637420841757
1027,AL-Elba                    ,1450,5.51710224349079,5.58163450803118
1028,AL-Enterprise              ,4468,5.52293467033354,5.59329449299055
1029,AL-Eufaula                 ,2612,6.69567584086765,6.72368968837416
1031,AL-Evergreen               ,1265,4.43618377016252,4.49058062465935
1032,AL-Fairhope                ,5043,4.47508247852624,4.5298204041176
1033,AL-Fayette                 ,2234,5.08974975548763,5.16625385819356
1035,AL-Florala                 ,704,4.98815114620683,4.93306478469601
1036,AL-Florence                ,13404,5.74223065676566,5.80734130152594
1037,AL-Foley                   ,6674,5.63947432430575,5.66010265117491
1038,AL-Fort Payne              ,5748,5.28187286116137,5.33571330648946
1039,AL-Gadsden                 ,15088,6.35757260504949,6.41478679672122
1040,AL-Geneva                  ,2454,5.23621109651381,5.26129077155624
1044,AL-Greenville              ,3730,6.14624637370726,6.18106405214844
1045,AL-Grove Hill              ,1003,5.21881157552182,5.27733984435341
1046,AL-Guntersville            ,4586,6.36533834813545,6.41510427141602
1047,AL-Haleyville              ,2662,6.91656901039171,7.09370693048233
1048,AL-Hamilton                ,1997,5.05789323632543,5.03197374922111
1049,AL-Hartselle               ,3740,6.31043023920911,6.41251640795561
1051,AL-Huntsville              ,33714,5.46264033380824,5.50506427110365
1053,AL-Jacksonville            ,3720,7.01213018679459,7.0892607229445
1054,AL-Jasper                  ,9224,6.15624318261229,6.26109586323621
1056,AL-Luverne                 ,1706,6.45836443774486,6.52672689615072
1057,AL-Mobile                  ,56957,5.75752853286439,5.97089032240894
1058,AL-Monroeville             ,3194,4.95579315332857,4.96605901540381
1059,AL-Montgomery              ,33188,5.43390956192239,5.48666145942731
1060,AL-Moulton                 ,3903,6.46728652104285,6.54952633100837
1061,AL-Muscle Shoals/Sheffield ,8060,5.76031565211805,5.82777064519919
1063,AL-Oneonta                 ,2881,6.29394133205839,6.68626499291632
1064,AL-Opelika                 ,11768,5.7141331168374,5.7695242228523
1065,AL-Opp                     ,2067,6.61965947148037,6.69257017580635
1066,AL-Ozark                   ,2940,6.23369407561642,6.3197221268062
1068,AL-Phenix City             ,6514,6.35718209569124,6.40898620638826
1070,AL-Prattville              ,3714,6.42200789805992,6.45333717253604
1071,AL-Red Bay                 ,1034,6.01761272234649,6.11428957662739
1072,AL-Roanoke                 ,2008,5.74681963558368,5.80161492036771
1073,AL-Russellville            ,3881,6.51231319715044,6.60023335756956
1074,AL-Scottsboro              ,4529,6.32423290773456,6.40200436003708
1075,AL-Selma                   ,8627,5.87174173363792,5.87334758687635
1077,AL-Sylacauga               ,4890,6.23929119517109,6.27790628386878
1078,AL-Talladega               ,4444,5.81592637485326,5.86741964540339
1079,AL-Tallassee               ,1795,5.42115954531156,5.47763352323874
1080,AL-Thomasville             ,2084,4.78384241940832,4.83865602106751
1081,AL-Troy                    ,3519,6.08093216765001,6.03677465854364
1082,AL-Tuscaloosa              ,20460,5.73007127524663,5.77535791162369
1083,AL-Union Springs           ,1300,4.66001603545169,4.64610504833453
1084,AL-Valley                  ,4939,5.66825296056029,5.70668940995679
1085,AL-Vernon                  ,1520,7.19661208069234,7.27723912969592
1086,AL-Wedowee                 ,1016,5.9546638249895,6.03063405908553
1088,AL-Winfield                ,2655,5.51969389225577,5.67783780956517
4001,AR-Arkadelphia             ,2911,6.07653475276045,6.08309764028625
4002,AR-Ashdown                 ,1374,7.4602261892565,7.53876974490072
4003,AR-Batesville              ,6640,5.82255431976256,5.8891512663209
4004,AR-Benton                  ,6802,6.22663187790971,6.44906780703974
4005,AR-Bentonville             ,9275,4.59705048673165,4.60920662800949
4006,AR-Berryville              ,2310,5.82346269116418,5.91412047239072
4007,AR-Blytheville             ,3791,6.32974846124529,6.37186698949029
4008,AR-Booneville              ,1206,5.29846604879154,5.30722124023884
4010,AR-Calico Rock             ,1766,5.59288582686911,5.6599581012567
4011,AR-Camden                  ,4816,5.68163717159661,5.72016067735293
4012,AR-Cherokee Village        ,2947,5.40007360338297,5.44952217830061
4013,AR-Clarksville             ,2638,5.7259286757153,5.73001143235124
4015,AR-Conway                  ,7664,5.53932980206223,5.62483259600856
4017,AR-Crossett                ,2794,6.19921212215828,6.27411634325275
4018,AR-Danville                ,1772,6.2159187310106,6.32225523191714
4019,AR-Dardanelle              ,1392,6.09605905316915,6.10734207167087
4020,AR-De Queen                ,2272,5.80215751610503,5.88127551335874
4021,AR-De Witt                 ,1234,6.90007958950784,6.9849371539797
4023,AR-Dumas                   ,1050,6.02603292244788,6.07057543982454
4024,AR-El Dorado               ,7558,5.56977195318037,5.62789743341955
4025,AR-Eureka Springs          ,1606,3.97322611701827,4.00642645553777
4026,AR-Fayetteville            ,9910,5.43206439487133,5.52304293821915
4027,AR-Fordyce                 ,1422,4.85390735801562,4.83434986811722
4028,AR-Forrest City            ,4246,6.03050572980481,6.08375857010128
4029,AR-Fort Smith              ,28093,6.04292294956218,6.26037108036907
4030,AR-Gravette                ,1587,5.7189480411328,5.79398420663774
4031,AR-Harrison                ,7535,5.37398402815576,5.46279757450706
