HRR Number,HRR Name,Medicare enrollees (2001),Total Mortality: ASR-adjusted % of deaths among Medicare enrollees (2001),Non-HMO Mortality: ASR-adjusted % of deaths among Medicare enrollees without HMO coverage (2001)
220,LA-Slidell                   ,19007,6.34767651947231,6.62186722193401
227,MA-Boston                    ,600072,5.13764171894712,5.3849863713502
230,MA-Springfield               ,99434,5.10904990252361,5.4306768192394
231,MA-Worcester                 ,95069,5.37000043999577,5.87093525873463
223,MD-Baltimore                 ,283227,5.5072321906226,5.42030323070065
225,MD-Salisbury                 ,60385,5.37542863203661,5.44956605998466
226,MD-Takoma Park               ,74345,4.77404751095556,4.79948381644026
221,ME-Bangor                    ,57962,5.50979525001405,5.58712741084931
222,ME-Portland                  ,136303,5.31465834870165,5.38917151804784
232,MI-Ann Arbor                 ,143049,5.4052075993016,5.52584418171841
233,MI-Dearborn                  ,72112,5.55605347885967,5.63625677339524
234,MI-Detroit                   ,222618,5.46566796149072,5.55186231478241
235,MI-Flint                     ,64312,5.53268319869925,5.71008763157744
236,MI-Grand Rapids              ,120726,5.08286374586473,5.14525537456842
238,MI-Kalamazoo                 ,79789,5.47716322508043,5.54187875791322
239,MI-Lansing                   ,71604,5.18869796947696,5.31693867872341
240,MI-Marquette                 ,32185,5.14973030540261,5.21733201330741
242,MI-Muskegon                  ,35080,5.4044141736455,5.46321271491876
243,MI-Petoskey                  ,27261,5.04641334890623,5.11324885980689
244,MI-Pontiac                   ,41385,5.58070362775453,5.74633211870504
245,MI-Royal Oak                 ,85814,5.06972356133116,5.17423395320183
246,MI-Saginaw                   ,99590,5.30077499990223,5.37945488597908
248,MI-St. Joseph                ,20072,5.19839974287907,5.24711097253092
249,MI-Traverse City             ,35996,5.01350614955802,5.08021885808158
250,MN-Duluth                    ,52954,5.11107982057085,5.10134640114006
251,MN-Minneapolis               ,335788,4.80281337703954,4.81597979335508
253,MN-Rochester                 ,55973,4.52068230430914,4.55273943772606
254,MN-St. Cloud                 ,26409,4.63733642386423,4.71853940028008
256,MN-St. Paul                  ,98566,5.09474813441823,5.245977823587
263,MO-Cape Girardeau            ,37734,5.59456769200194,5.66352091338182
264,MO-Columbia                  ,88808,5.34240727888622,5.41928401396009
267,MO-Joplin                    ,51219,5.8736513311906,5.97006032425006
268,MO-Kansas City               ,262451,5.40093539935936,5.72447668284988
270,MO-Springfield               ,115865,5.45065677348265,5.72407284456003
273,MO-St. Louis                 ,419609,5.53609209959387,5.85377118117303
257,MS-Gulfport                  ,21476,6.20155160158299,6.49727892503623
258,MS-Hattiesburg               ,33454,6.04892643055605,6.1202828820269
259,MS-Jackson                   ,118405,5.66476262678554,5.7170583076189
260,MS-Meridian                  ,26204,5.65514169569237,5.70769603269459
261,MS-Oxford                    ,17052,5.58185813558567,5.64017358566679
262,MS-Tupelo                    ,46287,5.5633336571552,5.62217461024983
274,MT-Billings                  ,66029,5.08255183076349,5.15322628393907
275,MT-Great Falls               ,20469,5.27826561530701,5.34644910744247
276,MT-Missoula                  ,45923,5.25144772326832,5.32109746825369
309,NC-Asheville                 ,98946,5.08073535657419,5.14698863423571
311,NC-Charlotte                 ,210716,5.53233706512787,5.62804256547782
312,NC-Durham                    ,152796,5.36997478782673,5.45061297662867
313,NC-Greensboro                ,68117,5.18396865632376,5.40655963912734
314,NC-Greenville                ,90757,5.85223870979271,5.89289174480937
315,NC-Hickory                   ,33754,5.92462738825029,6.00122116889722
318,NC-Raleigh                   ,150053,5.70430600940398,5.77916802471232
319,NC-Wilmington                ,46919,5.7693902986172,5.82303059167502
320,NC-Winston-Salem             ,134482,5.56281583355263,5.93824272996171
321,ND-Bismarck                  ,31571,4.64117610755851,4.69515356092376
322,ND-Fargo/Moorhead MN         ,71573,4.79314322353059,4.85442843061253
323,ND-Grand Forks               ,23421,4.94089577795855,5.0109534146916
324,ND-Minot                     ,19218,4.73699226516546,4.81036922602882
277,NE-Lincoln                   ,78035,4.68530483779993,4.73411138871241
278,NE-Omaha                     ,156241,5.1522219977016,5.25887845265554
281,NH-Lebanon                   ,56606,5.28524597860407,5.35248539998104
282,NH-Manchester                ,92538,5.2359232533327,5.30561259700736
283,NJ-Camden                    ,382813,5.39719852740649,5.64126908675607
284,NJ-Hackensack                ,158415,4.8280689929026,5.00153818606798
285,NJ-Morristown                ,112337,4.98982864508973,5.1626401233849
288,NJ-New Brunswick             ,106080,5.09604724266217,5.30159923835071
289,NJ-Newark                    ,160532,5.18475133879284,5.32386239970976
291,NJ-Paterson                  ,42125,5.36716205327408,5.53067203108907
292,NJ-Ridgewood                 ,47798,4.77090473857102,4.94169740841359
293,NM-Albuquerque               ,158935,5.03118284582964,5.35317474405666
279,NV-Las Vegas                 ,161631,5.83839338087756,5.99543470787798
280,NV-Reno                      ,73243,5.44785733589824,5.64596551649512
295,NY-Albany                    ,242437,5.28491815776976,5.49273783005549
296,NY-Binghamton                ,55364,5.08032334410397,5.13842099320606
297,NY-Bronx                     ,103132,5.16560881966033,5.62611283664253
299,NY-Buffalo                   ,209947,5.42728364057746,5.92140640300234
301,NY-East Long Island          ,544309,4.76371307247653,5.079478366162
300,NY-Elmira                    ,52285,5.5015030984659,5.57217957844146
303,NY-Manhattan                 ,466477,4.63132504323971,4.83508703807709
304,NY-Rochester                 ,160253,5.02405464139644,5.64088942388776
307,NY-Syracuse                  ,134937,5.28125193034337,5.33907961604419
308,NY-White Plains              ,136697,4.63012539904756,4.87601174724373
325,OH-Akron                     ,91023,5.61329788506849,6.01066264453654
326,OH-Canton                    ,88229,5.45518709027522,5.83229015616894
327,OH-Cincinnati                ,187739,5.72552025715779,6.01627930314599
328,OH-Cleveland                 ,298051,5.40275866061247,5.71974850165303
329,OH-Columbus                  ,312678,5.76007512025683,5.90428860209647
330,OH-Dayton                    ,142338,5.61901310915099,5.71158349492647
331,OH-Elyria                    ,31071,5.53667813559953,5.79916077355344
332,OH-Kettering                 ,52624,5.34117943629412,5.66816180969963
334,OH-Toledo                    ,124901,5.56694887274549,5.80125230556729
335,OH-Youngstown                ,113099,5.35351004194568,5.6587865044358
336,OK-Lawton                    ,24451,5.80147692928991,5.96275503940847
339,OK-Oklahoma City             ,211143,5.90161424027288,6.0545444177193
340,OK-Tulsa                     ,159646,5.7563567951543,6.04075014505472
341,OR-Bend                      ,24590,4.90772540650935,5.09203492415181
342,OR-Eugene                    ,96210,4.97577784181485,5.4975859595457
343,OR-Medford                   ,67542,5.09964403385024,5.46046954978113
344,OR-Portland                  ,255148,5.32518599344887,5.6911630949744
345,OR-Salem                     ,34352,5.02144691137878,5.26322718428064
346,PA-Allentown                 ,162529,5.12197598523052,5.41312481328579
347,PA-Altoona                   ,48074,5.59670997290455,5.92586991320356
350,PA-Danville                  ,79520,5.27377165442074,5.51233166723612
351,PA-Erie                      ,111951,5.33502096412682,5.57492358804882
352,PA-Harrisburg                ,134876,5.24968377798271,5.41200176328327
354,PA-Johnstown                 ,42767,5.39357381840282,5.76163773262285
355,PA-Lancaster                 ,78744,4.84846793638337,4.96260111672309
356,PA-Philadelphia              ,527915,5.3627879191931,5.82401597924666
357,PA-Pittsburgh                ,504511,5.55347543442417,5.98375550770012
358,PA-Reading                   ,84170,5.40451145054804,5.6124079119303
359,PA-Sayre                     ,28723,5.28948387035974,5.39919653136308
360,PA-Scranton                  ,55988,5.58823564598417,5.78376910090588
362,PA-Wilkes-Barre              ,45410,5.81714030698995,5.94028696962865
363,PA-York                      ,52344,5.04553521635331,5.10037000267957
364,RI-Providence                ,160165,5.07349590233457,5.58927970510571
365,SC-Charleston                ,98570,5.26733488840501,5.31638154356246
366,SC-Columbia                  ,122302,5.48114643412382,5.4922540150624
367,SC-Florence                  ,39700,5.60283435244263,5.63511874638636
368,SC-Greenville                ,96353,5.58231538917233,5.64626196027893
369,SC-Spartanburg               ,44740,5.86670108759585,5.92041151164016
370,SD-Rapid City                ,25202,4.83464243127469,4.89192115088464
371,SD-Sioux Falls               ,115401,4.53689221646021,4.61768842693651
373,TN-Chattanooga               ,80847,5.86839177188482,5.97602981374867
374,TN-Jackson                   ,46102,5.79414298108419,5.86891512690326
375,TN-Johnson City              ,33171,5.75985915033732,5.89672963117185
376,TN-Kingsport                 ,70006,6.04917708001403,6.44020538724767
377,TN-Knoxville                 ,165456,5.95394150745053,6.15058090511456
379,TN-Memphis                   ,180399,5.9803575885609,6.0224770039154
380,TN-Nashville                 ,263851,5.86112239961237,6.08023909925261
382,TX-Abilene                   ,43440,5.8863756633064,6.00206235640401
383,TX-Amarillo                  ,53306,5.5434036938307,5.60644825054976
385,TX-Austin                    ,95294,5.13060574993438,5.31092945878878
386,TX-Beaumont                  ,60173,5.85700918284729,6.10075928497646
388,TX-Bryan                     ,20651,5.3685823786968,5.5816365982416
390,TX-Corpus Christi            ,59132,5.80496996990401,6.23489785262431
391,TX-Dallas                    ,323725,5.74072080115087,5.99267889118254
393,TX-El Paso                   ,96881,5.02563240513168,5.08604158640506
394,TX-Fort Worth                ,159346,5.99341048553937,6.55533672559405
396,TX-Harlingen                 ,46043,4.87820972098805,4.94560951617044
397,TX-Houston                   ,423638,5.74037516041933,5.92234862780562
399,TX-Longview                  ,24852,5.97342165179299,6.03180056197216
400,TX-Lubbock                   ,78415,5.59359699988165,5.6590004771131
402,TX-McAllen                   ,40715,4.70746668600052,4.76180057380574
406,TX-Odessa                    ,35311,5.5524435912138,5.61823171309924
411,TX-San Angelo                ,21519,5.45963140301355,5.53212443755097
412,TX-San Antonio               ,235063,5.26701519704684,5.56672398887375
413,TX-Temple                    ,37003,5.42674421102379,6.35304034787663
416,TX-Tyler                     ,71823,5.75449705847375,5.8561152372829
417,TX-Victoria                  ,20209,5.24996468489481,5.33955764613179
418,TX-Waco                      ,42363,5.62212744928387,5.90321245030623
420,TX-Wichita Falls             ,28450,5.89767388315117,5.96961920496398
999,US-United States             ,32995303,5.27181096048732,5.48206981212619
421,UT-Ogden                     ,32859,5.17276576472215,5.24496943050751
422,UT-Provo                     ,30306,4.98262769244446,5.17027249287789
423,UT-Salt Lake City            ,151918,4.94097792783635,5.01461320776166
426,VA-Arlington                 ,131228,4.84585128244735,4.92987414834322
427,VA-Charlottesville           ,64630,5.31242027447592,5.36206198894562
428,VA-Lynchburg                 ,33207,5.38754558120361,5.43845470492135
429,VA-Newport News              ,58412,5.22701469822226,5.26028320791996
430,VA-Norfolk                   ,122137,5.47856267608433,5.51874073196281
431,VA-Richmond                  ,167876,5.37476385737724,5.41810832295453
432,VA-Roanoke                   ,98206,5.68474763931659,5.71589955382922
435,VA-Winchester                ,44123,5.65621008653287,5.72365775032317
424,VT-Burlington                ,73597,5.49126835771818,5.56159346996751
437,WA-Everett                   ,61000,5.2810063170065,5.89036121883219
438,WA-Olympia                   ,43171,5.2342842343341,5.71116276547718
439,WA-Seattle                   ,262320,4.8976254634198,5.14726149822874
440,WA-Spokane                   ,162002,5.00578716183882,5.16315179891566
441,WA-Tacoma                    ,69368,5.6159799419935,6.06479725862667
442,WA-Yakima                    ,28974,5.07232991908222,5.1552107507336
446,WI-Appleton                  ,40350,4.82675753370394,4.96894497412726
447,WI-Green Bay                 ,66976,5.03474197493105,5.09707463431693
448,WI-La Crosse                 ,48491,5.01481823220378,5.29183931618016
449,WI-Madison                   ,117627,5.03195085787795,5.10653156701712
450,WI-Marshfield                ,56220,4.68817925153412,4.75329236110767
451,WI-Milwaukee                 ,292851,5.2447713324772,5.39898050515616
452,WI-Neenah                    ,31247,5.07659277829769,5.20514929456994
456,WI-Wausau                    ,27959,4.68072146403082,4.75089967443321
443,WV-Charleston                ,126047,6.123436046326,6.12700265167103
444,WV-Huntington                ,50140,6.37334343642527,6.46088345572499
445,WV-Morgantown                ,54817,6.01889098233448,6.0940042833163
457,WY-Casper                    ,23663,5.0950628833769,5.15121289066463
