HSA #,HSA label,Medicare Enrollees (CMHS 5% Sample) (1999),Total Medicare reimbursements per enrollee (Part A and B) (1999),Total Part A Medicare reimbursements per enrollee (1999),Total Part B Medicare reimbursements per enrollee (1999),Medicare reimbursements for inpatient short stays per enrollee (1999),Medicare reimbursements for inpatient long stays per enrollee (1999),Medicare reimbursements for outpatient services per enrollee (1999),Part B Medicare reimbursements for professional & laboratory services per enrollee (1999),Part B Medicare reimbursements for medical & surgical services per enrollee (1999),Part B Medicare reimbursements for medical care per enrollee (1999),Part B Medicare reimbursements for surgical services per enrollee (1999),"Part B Medicare reimbursements for diagnostic, laboratory, and X-ray services per enrollee (1999)",Part B Medicare reimbursements for durable medical equipment per enrollee (1999),Medicare reimbursements for home health services per enrollee (1999),Medicare reimbursements for hospice services per enrollee (1999),Medicare reimbursements for skilled nursing facilities per enrollee (1999)
49001,VA-Abingdon,280.915924072266,5407.94647186245,3535.25473126052,1875.04551551367,2924.90212130695,,334.984771343882,1095.96449163096,878.648591370411,587.901329723104,290.832925172318,217.665295619022,87.2725995449372,,,
49002,VA-Alexandria,982.081466674805,6410.59793720013,3538.01439308375,2871.39217939192,2751.48435321405,,533.807266314519,1792.59786465074,1395.99750678367,1006.06158500365,389.615484433421,396.555637039263,111.403752653985,368.564364520832,,456.755512230918
49003,VA-Arlington,750.915405273438,6658.82404104121,4153.18881235284,2502.11683466775,3428.14326649691,,491.24922474807,1605.59481413095,1213.09712080987,816.969127868269,395.776634187374,392.853611105644,84.4078454472779,297.074708724424,,391.484674323659
49004,VA-Bedford,200.499420166016,5071.74295338266,3676.57722438971,1403.77901843458,3033.51399925515,,293.023337081331,923.294243432321,748.407321779653,454.435166864561,293.993871493656,174.907730055817,60.4008971412895,,,
49005,VA-Big Stone Gap,84.5821685791016,7634.13919028266,,2481.25501208679,,,330.516596615103,1348.06964353913,1162.32700146094,800.213121247416,363.617538631396,188.581371523794,,,,
49006,VA-Blacksburg,265.249572753906,4534.61356731862,2353.84823650972,2168.84700224607,1968.41863415322,,388.063267998679,927.821149609959,736.490783579201,513.508362030234,223.773277003131,191.75975136324,252.850899019534,,,
49007,VA-Charlottesville,1189.83174133301,5567.26625427956,3470.45358162306,2097.12582200104,2734.64193735279,,693.51753771648,912.475512238221,753.311187290823,492.86340502554,260.550716527157,158.865545568269,160.211774041779,274.59883045402,,338.894416902035
49008,VA-Chesapeake,487.332702636719,6309.96654782427,3854.30633308811,2456.32763155925,2876.38317219559,,557.672037827204,1441.16877811008,1150.40026559794,795.644494743604,353.417772376382,290.213461741569,185.815645333193,249.328662568214,,
49009,VA-Clintwood,61.1666564941406,7854.64084228292,,2755.12159507794,,,375.536846444514,1201.8229584708,1037.42494663802,907.060127466535,145.712158478474,169.601177377841,,,,
49010,VA-Culpeper,214.332977294922,4635.20416469595,3084.36598516234,1548.63170314823,2299.05027564295,,360.595142832956,862.758491607816,677.039528085189,414.893747157084,262.911818766357,185.577807622494,82.441419344712,,,
