year,event,strat,geoid,geolab,denom,observed_benes,observed,predicted,obspred_ratio,crude,adj,se,l95,u95,popunit,geotype,suppr_limit,precision_limit
2012,ED,ALL,49001,VA- ABINGDON,7193,86,101,109.149693903085,0.925334706753084,0.0140414291672459,0.0135913584618991,0.00126808856005919,0.011183104341643,0.0165182242064905,1,hsa,11,26
2012,ED,ALL,49002,VA- ALEXANDRIA,24328,168,189,341.348329228807,0.553686612226869,0.00776882604406445,0.00808636922986692,0.000551523277397991,0.00701191475924389,0.00932546523551715,1,hsa,11,26
2012,ED,ALL,49003,VA- ARLINGTON,17159,183,212,245.569706254287,0.863298666735686,0.0123550323445422,0.0126196825855736,0.00081269263156955,0.01103026560787,0.0144381281668322,1,hsa,11,26
2012,ED,ALL,49004,VA- BEDFORD,3553,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,hsa,11,26
2012,ED,ALL,49005,VA- BIG STONE GAP,1529,0,0,22.9940535163219,0,0,-0.00000000750318030168667,-0.00000205342555898989,-2.68411819339825E-257,-99999,1,hsa,11,26
2012,ED,ALL,49006,VA- BLACKSBURG,7097,65,72,106.444935259277,0.676406066898566,0.0101451317458081,0.00992074692949339,0.00109627610250802,0.00787457846742884,0.0124986016770481,1,hsa,11,26
2012,ED,ALL,49007,VA- CHARLOTTESVILLE,31337,178,192,445.031154703552,0.431430469464316,0.00612694259182436,0.00630958759347522,0.000426966012561987,0.0054773364044441,0.00726829478054978,1,hsa,11,26
2012,ED,ALL,49008,VA- CHESAPEAKE,14631,21,23,194.720724096533,0.118117884507238,-0.00157200464766591,-0.00172040324236358,-0.000336357797477028,-0.00114325117752765,-0.00258892129263827,1,hsa,11,26
2012,ED,ALL,49009,VA- CLINTWOOD,1562,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,hsa,11,26
2012,ED,ALL,49010,VA- CULPEPER,5323,13,15,75.7971010037057,0.197896750685315,-0.00281795979710689,-0.00289892815527683,-0.000701820175774484,-0.00174766319337225,-0.00480858353104125,1,hsa,11,26
2012,ED,ALL,49011,VA- DANVILLE,14899,28,31,197.282907881606,0.157134747925572,0.00208067655547352,0.00228590715758058,0.000384957837764506,0.00160759813301423,0.00325042149886092,1,hsa,11,26
2012,ED,ALL,49012,VA- EMPORIA,3663,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,hsa,11,26
2012,ED,ALL,49013,VA- FAIRFAX,7926,110,119,119.061625776384,0.999482404376871,0.0150138783749685,0.0147020824716548,0.00126372959662124,0.012284190336105,0.0175958873225889,1,hsa,11,26
2012,ED,ALL,49014,VA- FALLS CHURCH,52603,451,538,779.330616489733,0.690336025066311,0.0102275535615839,0.0101246069098496,0.000409331287640571,0.00930412728121623,0.0110174401081037,1,hsa,11,26
2012,ED,ALL,49015,VA- FARMVILLE,4331,48,62,55.3754176521952,1.11963038165081,0.0143154006003233,0.0162599562451207,0.00193626431973416,0.0126769476811554,0.0208556652392166,1,hsa,11,26
2012,ED,ALL,49016,VA- FRANKLIN,3700,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,hsa,11,26
2012,ED,ALL,49017,VA- FREDERICKSBURG,29267,423,503,418.588556819389,1.20165731194853,0.0171865924078313,0.017610039582824,0.000736280071921891,0.0161363090395561,0.0192183660680037,1,hsa,11,26
2012,ED,ALL,49018,VA- FRONT ROYAL,4547,204,257,67.4415364507191,3.81070796315258,0.0565207829338025,0.0559832987496968,0.00327455464640741,0.0495403049838627,0.0632642398935314,1,hsa,11,26
2012,ED,ALL,49019,VA- GALAX,8478,11,13,128.34793468474,0.101287177171427,-0.00153338051427223,-0.00148709221885049,-0.000386724065748039,-0.00086348759836654,-0.00256105967422005,1,hsa,11,26
2012,ED,ALL,49020,VA- GLOUCESTER,7893,212,293,112.109178712569,2.61352373966815,0.0371215000633473,0.0382935461668134,0.00209769334983764,0.034150409142171,0.0429393297141812,1,hsa,11,26
2012,ED,ALL,49021,VA- GRUNDY,2400,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,hsa,11,26
2012,ED,ALL,49022,VA- HAMPTON,8593,11,12,102.446056077126,0.117134816697735,-0.00139648551146282,-0.00169194411309577,-0.000457966551875511,-0.000960864985977007,-0.00297926860029006,1,hsa,11,26
2012,ED,ALL,49023,VA- HARRISONBURG,17458,30,33,259.582065165288,0.12712742684664,0.00189025088784511,0.00186355099946778,0.000304173494118692,0.00132484416585501,0.00262130627670924,1,hsa,11,26
2012,ED,ALL,49024,VA- HOPEWELL,4825,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,hsa,11,26
2012,ED,ALL,49025,VA- HOT SPRINGS,1373,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,hsa,11,26
2012,ED,ALL,49026,VA- KILMARNOCK,8068,29,30,112.517629615293,0.266624884496523,0.0037183936539415,0.00390039302059421,0.000667701115649067,0.00272709663015081,0.00557848429238048,1,hsa,11,26
2012,ED,ALL,49027,VA- LEBANON,3802,14,15,58.1695745079842,0.257866765003432,-0.00394529195160442,-0.00379205909311393,-0.00091804729473656,-0.00228609668384793,-0.00629007174861225,1,hsa,11,26
2012,ED,ALL,49028,VA- LEESBURG,14268,180,204,210.915232280709,0.967213215442375,0.0142977291841884,0.0141758534389577,0.000930650319111905,0.0123580671608584,0.0162610235166298,1,hsa,11,26
