STATE,COUNTY,TRACT,AREANAME,STUSAB,INTPTLAT,INTPTLON,LANDSQMI,PCSA,PCSA_L,TP12CI2,TP12CI3,TP12CI4,TP12CI5,TP12CI6,TP12CI7,TP12CI8,TP12CI9,TP12CI10,TP12CI11,TP12CI12,TP12CI13,TP12CI14,TP12CI15,TP12CI16,TP12CI17,TP12CI18,TP12CI19,TP12CI20,TP12CI21,TP12CI22,TP12CI23,TP12CI24,TP12CI25,TP12CI26,TP12CI27,TP12CI28,TP12CI29,TP12CI30,TP12CI31,TP12CI32,TP12CI33,TP12CI34,TP12CI35,TP12CI36,TP12CI37,TP12CI38,TP12CI39,TP12CI40,TP12CI41,TP12CI42,TP12CI43,TP12CI44,TP12CI45,TP12CI46,TP12CI47,TP12CI48,TP12CI49,TP12DI2,TP12DI3,TP12DI4,TP12DI5,TP12DI6,TP12DI7,TP12DI8,TP12DI9,TP12DI10,TP12DI11,TP12DI12,TP12DI13,TP12DI14,TP12DI15,TP12DI16,TP12DI17,TP12DI18,TP12DI19,TP12DI20,TP12DI21,TP12DI22,TP12DI23,TP12DI24,TP12DI25,TP12DI26,TP12DI27,TP12DI28,TP12DI29,TP12DI30,TP12DI31,TP12DI32,TP12DI33,TP12DI34,TP12DI35,TP12DI36,TP12DI37,TP12DI38,TP12DI39,TP12DI40,TP12DI41,TP12DI42,TP12DI43,TP12DI44,TP12DI45,TP12DI46,TP12DI47,TP12DI48,TP12DI49,TP12EI2,TP12EI3,TP12EI4,TP12EI5,TP12EI6,TP12EI7,TP12EI8,TP12EI9,TP12EI10,TP12EI11,TP12EI12,TP12EI13,TP12EI14,TP12EI15,TP12EI16,TP12EI17,TP12EI18,TP12EI19,TP12EI20,TP12EI21,TP12EI22,TP12EI23,TP12EI24,TP12EI25,TP12EI26,TP12EI27,TP12EI28,TP12EI29,TP12EI30,TP12EI31,TP12EI32,TP12EI33,TP12EI34,TP12EI35,TP12EI36,TP12EI37,TP12EI38,TP12EI39,TP12EI40,TP12EI41,TP12EI42,TP12EI43,TP12EI44,TP12EI45,TP12EI46,TP12EI47,TP12EI48,TP12EI49,TP12FI2,TP12FI3,TP12FI4,TP12FI5,TP12FI6,TP12FI7,TP12FI8,TP12FI9,TP12FI10,TP12FI11,TP12FI12,TP12FI13,TP12FI14,TP12FI15,TP12FI16,TP12FI17,TP12FI18,TP12FI19,TP12FI20,TP12FI21,TP12FI22,TP12FI23,TP12FI24,TP12FI25,TP12FI26,TP12FI27,TP12FI28,TP12FI29,TP12FI30,TP12FI31,TP12FI32,TP12FI33,TP12FI34,TP12FI35,TP12FI36,TP12FI37,TP12FI38,TP12FI39,TP12FI40,TP12FI41,TP12FI42,TP12FI43,TP12FI44,TP12FI45,TP12FI46,TP12FI47,TP12FI48,TP12FI49,TP12GI2,TP12GI3,TP12GI4,TP12GI5,TP12GI6,TP12GI7,TP12GI8,TP12GI9,TP12GI10,TP12GI11,TP12GI12,TP12GI13,TP12GI14,TP12GI15,TP12GI16,TP12GI17,TP12GI18,TP12GI19,TP12GI20,TP12GI21,TP12GI22,TP12GI23,TP12GI24,TP12GI25,TP12GI26,TP12GI27,TP12GI28,TP12GI29,TP12GI30,TP12GI31,TP12GI32,TP12GI33,TP12GI34,TP12GI35,TP12GI36,TP12GI37,TP12GI38,TP12GI39,TP12GI40,TP12GI41,TP12GI42,TP12GI43,TP12GI44,TP12GI45,TP12GI46,TP12GI47,TP12GI48,TP12GI49
51,51059,415200,Census Tract 4152,VA,38.775328,-77.051138,1.06,51059415500,VA02_ALEXANDRIA,7,0,0,1,1,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,29,1,0,4,0,0,0,0,2,0,5,6,4,3,1,1,0,0,1,0,0,0,0,1,60,3,3,2,2,1,0,0,0,4,6,13,6,6,2,3,3,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,1,0,0,1,0,0,4,3,2,0,1,1,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,2,3,3,2,1,0,1,2,0,0,0,0,0,0,0,0,36,4,4,4,2,1,1,0,0,2,5,1,5,1,0,1,0,1,0,2,0,0,1,1,46,9,5,6,1,0,1,0,0,6,4,3,4,2,1,1,0,1,1,0,0,1,0,0
51,51059,415300,Census Tract 4153,VA,38.766812,-77.069923,0.83,51059415500,VA02_ALEXANDRIA,11,1,0,0,1,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,1,0,8,1,0,4,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,91,4,9,5,5,1,0,1,3,8,11,5,6,7,10,4,2,2,3,1,1,1,1,1,108,6,8,4,7,1,2,1,2,8,9,2,14,9,11,5,4,1,4,1,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,24,22,21,10,8,7,9,12,21,22,18,35,12,10,7,3,3,3,1,1,1,0,0,225,17,15,15,14,8,5,3,10,26,20,17,23,16,13,9,3,4,0,1,2,2,2,0,52,11,3,2,2,2,2,0,3,5,5,3,5,2,2,0,4,1,0,0,0,0,0,0,74,9,7,10,7,2,0,0,4,4,4,8,5,4,5,4,0,0,1,0,0,0,0,0
51,51059,415401,Census Tract 4154.01,VA,38.756997,-77.078033,0.62,51059415500,VA02_ALEXANDRIA,11,1,1,0,1,0,0,1,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,16,1,3,1,1,0,1,0,0,3,1,2,1,0,1,0,0,1,0,0,0,0,0,0,193,14,12,9,6,7,3,1,18,26,16,16,22,10,14,7,2,1,2,3,1,1,1,1,201,19,14,12,4,5,1,3,10,24,16,18,15,14,15,13,1,6,2,4,3,0,0,2,5,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,8,0,0,2,0,0,2,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,338,35,23,21,14,7,10,4,18,44,43,36,35,21,11,8,3,3,0,1,0,0,0,1,344,51,25,26,11,9,10,5,26,48,31,26,20,25,8,8,5,3,0,4,2,1,0,0,127,14,21,21,6,4,0,2,8,13,12,6,8,5,2,1,0,2,0,0,2,0,0,0,118,18,10,13,8,2,1,4,10,13,4,7,8,5,3,4,2,1,2,0,2,0,0,1
51,51059,415402,Census Tract 4154.02,VA,38.750459,-77.066104,0.92,51059415500,VA02_ALEXANDRIA,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95,6,5,10,5,2,0,1,2,9,7,9,6,6,9,3,1,2,2,3,3,2,0,2,114,7,9,6,6,2,2,1,5,5,10,3,7,8,7,8,2,5,2,5,4,6,2,2,4,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,3,3,5,1,2,0,0,0,1,3,2,4,4,0,1,0,0,0,0,0,1,0,0,33,6,1,3,1,1,0,0,3,4,1,2,3,4,2,1,0,0,0,0,0,1,0,0,40,7,2,4,3,1,1,0,2,3,3,2,5,3,1,1,0,0,1,0,1,0,0,0,52,10,4,2,2,1,0,0,1,6,1,5,1,3,1,8,2,3,0,0,0,0,1,1
51,51059,415500,Census Tract 4155,VA,38.740743,-77.070382,1.49,51059415500,VA02_ALEXANDRIA,8,0,1,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,1,0,0,0,0,12,0,0,0,2,0,0,0,1,0,0,1,1,0,0,2,0,3,0,1,0,0,1,0,139,10,15,13,7,4,3,0,5,11,4,9,7,9,6,12,2,2,1,6,5,3,3,2,158,8,5,10,6,2,0,0,8,7,8,9,13,9,12,13,5,8,6,9,7,11,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,60,5,2,5,2,4,1,3,4,4,5,3,5,7,7,1,0,1,0,1,0,0,0,0,66,3,1,8,6,5,2,0,2,3,2,4,3,8,5,2,0,3,1,0,3,1,1,3,75,12,16,8,8,2,3,1,4,0,1,1,3,6,4,2,1,1,0,1,0,1,0,0,96,16,20,7,7,3,1,0,4,3,7,3,8,3,3,2,0,2,1,2,2,1,1,0
51,51059,415600,Census Tract 4156,VA,38.749199,-77.049613,1.43,51059415500,VA02_ALEXANDRIA,5,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,2,2,1,0,0,0,0,2,3,1,4,0,1,0,0,1,3,0,1,0,0,28,0,1,3,2,0,0,0,0,0,2,1,0,5,5,2,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,16,5,6,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,23,3,2,0,5,1,0,0,0,1,1,3,1,2,0,2,1,0,0,0,0,0,0,1
51,51059,415700,Census Tract 4157,VA,38.721207,-77.05275,1.34,51059415500,VA02_ALEXANDRIA,4,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,47,3,4,6,3,2,0,0,1,1,2,4,1,7,4,1,1,1,2,0,3,1,0,0,63,1,4,4,4,1,0,0,2,1,3,6,3,7,5,7,2,5,0,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,2,1,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,15,1,1,3,1,1,0,1,0,0,0,0,1,3,1,2,0,0,0,0,0,0,0,0,33,9,4,5,5,0,0,0,1,2,1,1,1,0,2,1,0,0,1,0,0,0,0,0,49,7,9,7,7,0,0,0,0,1,2,2,1,4,4,2,0,0,0,0,1,0,0,2
51,51059,415800,Census Tract 4158,VA,38.723418,-77.066409,1.4,51059415500,VA02_ALEXANDRIA,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,53,4,2,2,0,1,0,1,1,2,2,3,2,4,2,7,1,1,2,3,6,3,3,1,89,2,6,8,3,0,0,0,6,2,1,7,7,7,8,6,1,5,3,3,5,5,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,2,2,1,0,0,1,0,0,1,0,0,3,3,2,0,0,1,0,0,0,0,0,0,11,1,2,1,0,0,0,0,0,0,1,3,1,0,1,0,1,0,0,0,0,0,0,0,67,13,12,18,6,1,0,0,2,0,2,3,2,3,1,2,0,0,1,0,0,0,1,0,66,11,9,15,4,1,0,0,0,0,3,6,7,0,3,0,1,1,1,1,0,1,1,1
51,51059,415900,Census Tract 4159,VA,38.718661,-77.086359,1.78,51059415500,VA02_ALEXANDRIA,10,1,0,0,0,1,0,0,0,2,0,1,0,1,0,2,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,2,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,78,5,8,8,1,1,2,0,3,5,3,11,8,5,3,5,1,1,1,0,3,1,2,1,105,4,7,7,2,1,1,1,4,4,4,9,10,4,14,5,7,3,1,3,4,2,7,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,64,3,4,10,5,2,1,2,1,6,4,12,4,5,2,2,0,1,0,0,0,0,0,0,45,7,3,3,1,1,0,0,2,2,9,3,4,6,2,0,0,1,1,0,0,0,0,0,62,9,5,10,10,5,1,1,3,3,1,3,2,4,4,0,0,0,0,0,1,0,0,0,53,6,8,6,5,3,0,0,1,3,0,1,9,1,1,3,1,1,0,0,0,3,0,1
51,51059,416000,Census Tract 4160,VA,38.72386,-77.103728,1.33,51059415500,VA02_ALEXANDRIA,15,2,1,0,1,0,0,0,1,3,1,1,2,0,2,0,0,0,0,1,0,0,0,0,14,4,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,201,23,15,13,8,4,2,2,8,16,18,13,18,13,12,8,6,5,3,2,8,4,0,0,230,21,11,9,13,1,1,1,14,15,22,25,22,20,9,9,6,11,5,6,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,282,38,40,28,11,7,3,6,20,30,27,22,16,12,8,5,4,0,1,3,0,1,0,0,239,27,22,21,8,6,2,6,15,28,23,27,19,12,13,4,1,1,0,3,1,0,0,0,89,22,12,9,7,1,1,1,4,6,7,4,8,1,1,1,1,0,0,1,0,1,1,0,80,13,13,8,7,2,1,0,5,2,6,3,4,6,3,2,1,1,0,1,1,0,1,0
51,51059,416100,Census Tract 4161,VA,38.704832,-77.116762,2.13,51059415500,VA02_ALEXANDRIA,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,88,2,2,5,4,0,3,1,7,8,3,6,4,6,6,10,3,3,4,5,4,2,0,0,126,3,9,7,4,5,1,1,5,8,5,8,10,13,12,11,1,4,7,3,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,5,3,2,0,0,0,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,27,4,3,1,0,1,0,1,3,1,3,3,2,1,0,1,0,0,1,0,0,2,0,0,43,4,5,7,1,2,1,0,2,0,2,3,1,1,2,4,3,1,1,1,1,0,1,0,52,4,12,5,9,4,0,0,1,1,1,4,3,3,2,0,0,1,1,1,0,0,0,0
51,51059,416200,Census Tract 4162,VA,38.687634,-77.166041,7.22,51059415500,VA02_ALEXANDRIA,14,2,4,0,2,0,0,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,20,1,1,2,2,0,1,0,2,2,2,1,3,2,0,0,0,0,0,0,0,1,0,0,54,8,10,4,2,1,1,0,1,4,2,7,5,7,0,0,0,0,0,0,1,1,0,0,67,6,7,1,1,1,0,1,1,6,10,15,12,3,2,0,0,1,0,0,0,0,0,0,7,3,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,3,0,1,1,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,57,7,10,8,1,1,0,0,3,5,6,8,4,2,2,0,0,0,0,0,0,0,0,0,68,5,3,11,4,3,1,1,3,9,9,7,8,1,1,1,0,0,0,0,1,0,0,0,177,41,45,40,10,7,0,0,3,4,6,13,4,2,1,0,0,1,0,0,0,0,0,0,206,41,38,38,15,5,1,1,11,11,18,13,9,3,1,0,0,1,0,0,0,0,0,0
51,51059,416300,Census Tract 4163,VA,38.660293,-77.186252,13.83,51059415500,VA02_ALEXANDRIA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,2,0,2,1,1,3,0,3,0,4,2,2,0,1,0,3,0,0,0,0,37,2,0,0,1,1,0,1,2,2,2,0,4,4,6,5,0,0,1,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,26,4,4,5,3,0,1,0,1,1,1,0,0,3,2,0,0,0,0,0,1,0,0,0,15,2,3,3,0,0,0,0,0,1,0,0,2,1,0,0,1,0,1,0,0,1,0,0
51,51059,420100,Census Tract 4201,VA,38.785938,-77.164436,1.42,51059421001,VA03_ALEXANDRIA,11,1,4,1,0,0,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,18,4,5,0,1,0,0,0,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,543,42,43,45,20,16,7,7,26,37,26,38,46,46,45,39,7,17,8,7,9,8,2,2,552,25,42,38,21,21,8,7,18,29,24,38,63,46,52,40,14,12,8,14,16,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,15,21,20,11,7,5,10,20,44,33,38,26,18,16,5,4,2,0,0,1,0,2,1,249,25,16,18,18,5,0,5,14,28,23,24,25,15,16,3,4,1,1,2,3,2,1,0,95,6,7,10,5,6,1,2,12,6,11,3,7,4,3,3,0,1,3,2,3,0,0,0,70,13,6,5,3,1,1,0,3,3,7,2,4,5,5,6,1,1,1,1,1,0,1,0
51,51059,420201,Census Tract 4202.01,VA,38.787605,-77.146954,0.74,51059421001,VA03_ALEXANDRIA,6,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,292,18,26,25,15,6,2,2,5,20,21,23,25,22,27,17,3,7,2,6,8,4,1,7,292,22,9,12,11,9,1,0,8,29,27,32,23,19,24,21,5,11,5,6,3,9,4,2,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,89,8,4,4,0,4,1,5,8,12,5,12,8,9,3,0,2,2,0,1,0,1,0,0,83,9,8,5,5,4,1,1,3,3,6,13,5,5,4,5,2,1,0,0,3,0,0,0,66,15,7,12,4,1,0,0,2,5,4,3,2,2,4,0,4,0,1,0,0,0,0,0,80,14,13,8,7,1,0,2,3,6,3,6,6,2,2,3,1,1,1,1,0,0,0,0
51,51059,420202,Census Tract 4202.02,VA,38.792536,-77.141411,0.25,51059421001,VA03_ALEXANDRIA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,90,6,9,1,4,1,1,1,1,16,13,12,6,2,6,4,0,1,2,2,1,0,1,0,97,5,5,2,1,3,0,0,4,15,19,8,8,4,6,8,2,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,2,0,0,0,0,2,1,1,4,2,4,0,0,0,0,0,0,0,0,0,0,0,24,0,0,1,3,0,0,0,2,9,5,0,1,2,0,1,0,0,0,0,0,0,0,0,14,2,0,1,0,1,0,0,0,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,48,9,2,2,0,0,0,0,1,13,4,4,1,1,5,2,2,0,0,0,0,0,0,2
51,51059,420203,Census Tract 4202.03,VA,38.792205,-77.12917,0.78,51059421001,VA03_ALEXANDRIA,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,137,10,10,5,9,5,1,4,10,8,15,5,16,5,10,4,1,10,4,1,1,2,1,0,151,5,7,9,6,2,2,1,4,11,10,16,15,16,14,10,4,5,5,3,1,3,1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,22,1,0,3,2,1,1,0,0,0,2,3,3,2,1,2,0,1,0,0,0,0,0,0,32,2,4,1,4,1,0,0,3,2,5,1,4,2,2,1,0,0,0,0,0,0,0,0,42,8,8,5,2,0,0,1,0,0,1,2,4,4,1,2,1,0,1,1,1,0,0,0,32,6,7,2,3,0,1,0,0,3,1,0,1,0,2,2,1,0,1,1,1,0,0,0
51,51059,420300,Census Tract 4203,VA,38.796645,-77.102876,1.71,51059421001,VA03_ALEXANDRIA,15,2,1,3,1,0,0,0,0,0,1,1,2,1,1,0,0,2,0,0,0,0,0,0,7,0,1,2,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,269,15,16,22,12,5,4,0,13,25,16,17,21,29,20,14,4,10,8,4,5,5,3,1,292,15,19,27,8,9,0,5,11,18,23,24,25,24,22,20,6,7,5,5,10,4,5,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,250,27,11,22,18,8,3,6,15,22,23,20,22,20,12,7,4,5,0,0,1,3,1,0,229,11,24,16,12,3,5,7,12,18,24,15,29,15,19,12,1,0,2,0,0,3,0,1,104,17,8,14,8,4,2,2,8,4,3,9,6,4,7,4,1,0,0,3,0,0,0,0,133,17,22,15,9,2,2,1,4,5,7,9,11,10,8,1,1,2,1,3,3,0,0,0
51,51059,420400,Census Tract 4204,VA,38.795097,-77.067994,0.3,51059415500,VA02_ALEXANDRIA,6,0,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,173,11,2,3,1,1,2,1,12,41,30,23,19,3,9,5,2,3,0,2,2,0,1,0,168,7,4,3,1,2,0,0,15,35,28,29,7,9,11,7,3,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103,10,7,5,1,4,2,2,6,19,14,12,9,4,4,3,0,1,0,0,0,0,0,0,94,7,7,5,3,2,1,0,4,17,11,11,14,9,1,0,1,0,0,0,0,1,0,0,74,6,6,4,2,2,0,2,5,11,12,5,7,4,5,1,0,0,0,1,0,0,0,1,84,11,4,6,5,2,1,2,8,17,13,5,4,1,5,0,0,0,0,0,0,0,0,0
51,51059,420501,Census Tract 4205.01,VA,38.788759,-77.069877,0.04,51059415500,VA02_ALEXANDRIA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,35,4,2,0,1,1,0,0,0,2,7,2,3,3,3,1,1,1,1,1,0,2,0,0,37,2,1,1,0,0,1,0,1,2,8,4,3,2,1,3,2,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,1,0,0,15,1,0,1,0,1,0,0,0,1,4,1,2,0,1,1,0,0,0,0,0,1,0,1,7,1,2,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,4,4,1,0,0,0,1,2,1,0,1,0,2,1,1,0
51,51059,420502,Census Tract 4205.02,VA,38.791257,-77.069303,0.12,51059415500,VA02_ALEXANDRIA,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,55,4,0,1,0,0,1,1,6,14,9,2,7,1,1,5,0,1,0,1,0,1,0,0,71,2,2,2,1,0,1,0,3,13,16,9,6,3,4,3,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,62,3,4,2,3,0,0,2,7,10,6,12,2,4,2,3,0,2,0,0,0,0,0,0,68,8,9,6,2,1,1,0,4,4,4,11,6,0,6,3,1,0,0,0,1,0,1,0,40,5,2,3,1,0,0,0,0,4,9,5,2,4,1,3,0,1,0,0,0,0,0,0,28,4,1,0,1,0,0,0,2,4,6,3,0,1,3,1,1,0,0,0,0,0,1,0
51,51059,420503,Census Tract 4205.03,VA,38.789654,-77.074938,0.29,51059415500,VA02_ALEXANDRIA,5,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,167,5,1,3,2,2,4,2,10,35,29,17,16,6,12,9,3,2,1,2,4,0,1,1,183,9,10,4,0,1,2,1,14,34,21,15,9,20,15,6,4,4,3,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,16,12,13,11,5,5,1,11,24,27,19,18,16,12,12,2,2,2,1,0,0,0,1,174,10,17,12,8,4,3,6,12,15,18,17,16,9,9,6,2,1,5,1,2,0,1,0,79,8,2,8,3,3,1,2,5,10,6,9,5,6,4,3,0,2,1,0,1,0,0,0,71,10,3,8,3,0,0,1,4,8,10,2,3,7,5,2,3,0,0,1,0,0,1,0
