STATE,COUNTY,TRACT,AREANAME,STUSAB,INTPTLAT,INTPTLON,LANDSQMI,PCSA,PCSA_L,TP12CI2,TP12CI3,TP12CI4,TP12CI5,TP12CI6,TP12CI7,TP12CI8,TP12CI9,TP12CI10,TP12CI11,TP12CI12,TP12CI13,TP12CI14,TP12CI15,TP12CI16,TP12CI17,TP12CI18,TP12CI19,TP12CI20,TP12CI21,TP12CI22,TP12CI23,TP12CI24,TP12CI25,TP12CI26,TP12CI27,TP12CI28,TP12CI29,TP12CI30,TP12CI31,TP12CI32,TP12CI33,TP12CI34,TP12CI35,TP12CI36,TP12CI37,TP12CI38,TP12CI39,TP12CI40,TP12CI41,TP12CI42,TP12CI43,TP12CI44,TP12CI45,TP12CI46,TP12CI47,TP12CI48,TP12CI49,TP12DI2,TP12DI3,TP12DI4,TP12DI5,TP12DI6,TP12DI7,TP12DI8,TP12DI9,TP12DI10,TP12DI11,TP12DI12,TP12DI13,TP12DI14,TP12DI15,TP12DI16,TP12DI17,TP12DI18,TP12DI19,TP12DI20,TP12DI21,TP12DI22,TP12DI23,TP12DI24,TP12DI25,TP12DI26,TP12DI27,TP12DI28,TP12DI29,TP12DI30,TP12DI31,TP12DI32,TP12DI33,TP12DI34,TP12DI35,TP12DI36,TP12DI37,TP12DI38,TP12DI39,TP12DI40,TP12DI41,TP12DI42,TP12DI43,TP12DI44,TP12DI45,TP12DI46,TP12DI47,TP12DI48,TP12DI49,TP12EI2,TP12EI3,TP12EI4,TP12EI5,TP12EI6,TP12EI7,TP12EI8,TP12EI9,TP12EI10,TP12EI11,TP12EI12,TP12EI13,TP12EI14,TP12EI15,TP12EI16,TP12EI17,TP12EI18,TP12EI19,TP12EI20,TP12EI21,TP12EI22,TP12EI23,TP12EI24,TP12EI25,TP12EI26,TP12EI27,TP12EI28,TP12EI29,TP12EI30,TP12EI31,TP12EI32,TP12EI33,TP12EI34,TP12EI35,TP12EI36,TP12EI37,TP12EI38,TP12EI39,TP12EI40,TP12EI41,TP12EI42,TP12EI43,TP12EI44,TP12EI45,TP12EI46,TP12EI47,TP12EI48,TP12EI49,TP12FI2,TP12FI3,TP12FI4,TP12FI5,TP12FI6,TP12FI7,TP12FI8,TP12FI9,TP12FI10,TP12FI11,TP12FI12,TP12FI13,TP12FI14,TP12FI15,TP12FI16,TP12FI17,TP12FI18,TP12FI19,TP12FI20,TP12FI21,TP12FI22,TP12FI23,TP12FI24,TP12FI25,TP12FI26,TP12FI27,TP12FI28,TP12FI29,TP12FI30,TP12FI31,TP12FI32,TP12FI33,TP12FI34,TP12FI35,TP12FI36,TP12FI37,TP12FI38,TP12FI39,TP12FI40,TP12FI41,TP12FI42,TP12FI43,TP12FI44,TP12FI45,TP12FI46,TP12FI47,TP12FI48,TP12FI49,TP12GI2,TP12GI3,TP12GI4,TP12GI5,TP12GI6,TP12GI7,TP12GI8,TP12GI9,TP12GI10,TP12GI11,TP12GI12,TP12GI13,TP12GI14,TP12GI15,TP12GI16,TP12GI17,TP12GI18,TP12GI19,TP12GI20,TP12GI21,TP12GI22,TP12GI23,TP12GI24,TP12GI25,TP12GI26,TP12GI27,TP12GI28,TP12GI29,TP12GI30,TP12GI31,TP12GI32,TP12GI33,TP12GI34,TP12GI35,TP12GI36,TP12GI37,TP12GI38,TP12GI39,TP12GI40,TP12GI41,TP12GI42,TP12GI43,TP12GI44,TP12GI45,TP12GI46,TP12GI47,TP12GI48,TP12GI49
51,51001,90100,Census Tract 901,VA,37.945138,-75.362044,7.15,51001090100,VA00_CHINCOTEAGUE ISLAND,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,12,0,1,2,0,0,0,0,1,0,1,2,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48,9,1,0,4,3,0,1,5,3,3,2,1,5,1,3,1,1,1,1,1,1,1,0,34,3,1,0,2,3,1,1,0,1,0,3,3,2,3,2,2,0,0,5,1,1,0,0
51,51001,90200,Census Tract 902,VA,37.953865,-75.503313,72.51,51001090200,VA00_WALLOPS ISLAND,13,0,0,0,0,2,0,0,1,0,0,3,1,0,1,2,0,1,0,0,0,1,1,0,12,1,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,4,0,0,1,1,0,0,15,1,2,1,0,0,0,0,0,1,0,4,1,0,0,1,0,0,1,0,2,1,0,0,24,1,0,1,0,1,0,0,2,1,5,1,2,3,1,1,0,2,0,2,1,0,0,0,6,0,1,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,2,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,3,4,2,3,0,0,1,2,5,2,4,2,3,1,0,0,0,1,0,2,0,0,32,3,3,3,5,2,3,0,1,2,2,2,4,1,1,0,0,0,0,0,0,0,0,0,54,16,9,4,5,0,0,0,2,1,3,1,3,3,1,3,1,1,0,1,0,0,0,0,66,8,9,8,2,4,0,0,1,5,1,0,3,5,5,7,2,1,1,2,2,0,0,0
51,51001,90300,Census Tract 903,VA,37.887621,-75.662907,49.59,51001090200,VA00_WALLOPS ISLAND,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,58,7,9,5,2,3,1,2,4,9,3,1,6,2,1,0,0,0,1,0,0,0,0,2,30,4,2,1,2,3,0,0,2,5,3,6,0,1,0,0,0,0,1,0,0,0,0,0,36,3,3,5,5,0,0,0,2,4,3,0,2,2,3,1,0,0,2,0,0,0,0,1,19,4,2,1,1,0,0,0,0,2,2,2,0,2,1,0,0,0,0,1,0,0,0,1
51,51001,90400,Census Tract 904,VA,37.752376,-75.598061,74.8,51001090600,VA00_ACCOMACK,11,3,0,0,0,0,0,0,0,3,1,1,0,0,0,2,0,0,0,0,0,0,1,0,13,3,1,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,2,0,2,0,0,13,0,1,1,2,2,0,0,1,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,17,0,0,2,1,0,0,0,1,1,1,2,4,1,0,2,0,1,0,0,0,1,0,0,5,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,356,44,36,28,11,5,7,13,26,55,45,29,20,18,9,6,0,2,1,0,1,0,0,0,313,58,39,27,10,11,3,8,22,38,37,24,16,11,1,7,0,0,0,0,0,0,0,1,39,10,8,5,1,3,2,0,0,2,0,0,1,0,4,0,0,0,0,0,0,2,1,0,34,7,4,4,3,1,1,0,1,3,3,1,1,0,1,1,0,0,0,1,1,1,0,0
51,51001,90500,Census Tract 905,VA,37.814135,-75.696946,25.46,51001090600,VA00_ACCOMACK,15,1,2,2,1,0,1,0,1,1,0,1,0,0,2,3,0,0,0,0,0,0,0,0,10,1,0,2,2,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,15,1,3,2,0,0,0,0,0,1,3,0,2,0,0,1,0,1,0,0,0,0,1,0,12,0,5,0,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,17,7,14,6,1,0,0,9,19,11,16,7,5,2,3,1,1,0,0,0,0,0,0,94,16,14,7,7,0,2,1,11,10,13,3,5,3,0,1,0,0,0,0,1,0,0,0,28,5,4,1,1,0,1,0,1,3,1,1,3,0,1,3,1,0,1,0,0,0,1,0,35,8,6,5,1,1,0,0,1,2,2,1,2,1,2,0,0,0,1,0,0,1,0,1
51,51001,90600,Census Tract 906,VA,37.797077,-75.82223,49.53,51001090600,VA00_ACCOMACK,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,8,1,1,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,17,3,1,0,0,2,0,1,0,1,2,2,0,1,0,1,1,0,0,0,0,1,0,1,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,6,1,1,1,1,0,1,3,4,0,6,2,0,0,2,0,0,0,0,0,0,0,0,22,3,1,5,1,1,0,0,0,4,2,1,3,0,1,0,0,0,0,0,0,0,0,0,30,4,3,5,4,1,0,0,0,1,4,0,2,4,2,0,0,0,0,0,0,0,0,0,26,6,5,3,1,1,0,0,0,0,0,2,1,2,1,1,0,0,0,0,2,0,0,1
51,51001,90700,Census Tract 907,VA,37.582767,-75.880175,60.46,51131930100,VA00_EXMORE,14,0,1,1,0,0,0,0,0,0,2,0,0,3,2,0,0,2,1,0,0,1,1,0,14,0,0,0,0,0,0,0,1,1,3,0,1,1,2,1,1,0,0,0,1,1,0,1,15,0,2,3,1,0,0,0,0,0,1,1,4,2,0,1,0,0,0,0,0,0,0,0,12,0,2,0,0,1,0,0,1,1,0,3,0,1,0,2,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45,6,4,0,2,1,2,3,7,5,2,5,3,1,1,1,1,0,0,0,1,0,0,0,33,5,3,2,3,2,1,0,2,4,5,0,4,1,0,0,1,0,0,0,0,0,0,0,30,4,6,1,5,0,2,0,0,1,1,1,0,3,2,1,1,0,0,0,1,0,1,0,28,2,8,3,3,0,0,1,2,0,1,2,1,3,1,0,0,0,0,0,1,0,0,0
51,51001,90800,Census Tract 908,VA,37.570302,-75.712522,80.77,51131930100,VA00_EXMORE,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,9,0,2,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,6,0,1,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,4,3,11,3,6,0,0,7,7,6,7,5,2,3,2,0,1,1,0,0,1,0,0,56,5,9,2,3,2,3,0,1,3,10,4,3,5,2,1,0,1,1,1,0,0,0,0,19,2,1,1,1,1,1,0,0,1,2,1,1,2,2,1,1,0,0,0,1,0,0,0,13,4,2,1,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0
51,51001,980100,Census Tract 9801,VA,37.969556,-75.29118,12.16,51001090100,VA00_CHINCOTEAGUE ISLAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,51001,980200,Census Tract 9802,VA,37.900687,-75.45271,17.06,51001090200,VA00_WALLOPS ISLAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
