HSA #,HSA label,Medicare Enrollees (1992),"All Surgical Discharges per 1,000 Medicare Enrollees (1992)","Back Surgery per 1,000 Medicare Enrollees (1992)","Coronary Angiography per 1,000 Medicare Enrollees (1992)","Coronary Artery Bypass Grafting (CABG) per 1,000 Medicare Enrollees (1992)","Percutaneous Coronary Interventions per 1,000 Medicare Enrollees (1992)","Carotid Endarterectomy per 1,000 Medicare Enrollees (1992)","Cholecystectomy per 1,000 Medicare Enrollees (1992)","Hospitalization for Hip Fracture per 1,000 Medicare Enrollees (1992)","Hip Replacement per 1,000 Medicare Enrollees (1992)","Knee Replacement per 1,000 Medicare Enrollees (1992)","Mastectomy for Breast Cancer per 1,000 Female Medicare Enrollees (1992)","Resection for Colon Cancer per 1,000 Medicare Enrollees (1992)","Lower Extremity Revascularization per 1,000 Medicare Enrollees (1992)","Transurethral Prostatectomy for Benign Prostatic Hyperplasia per 1,000 Male Medicare Enrollees (1992)","Aortic/Mitral Valve Replacement per 1,000 Medicare Enrollees (1992)"
49001,VA-Abingdon,5179,87.9671935109427,,11.5904285539455,2.56822731913511,,,10.5846976225696,10.7982639515165,,,,,,8.06653287065429,
49002,VA-Alexandria,20726,92.7116071277947,2.42946897396675,14.0924343618443,4.79346399080231,5.36204982824731,2.00916786156686,3.70011544303003,7.1433382443915,2.5277761625521,3.42526658467624,2.5625563688859,2.25671177393509,1.45323612999228,9.79124938364372,
49003,VA-Arlington,19946,88.0708966701677,2.66489258682264,11.263439232205,3.66887549638976,4.0540742289718,2.16269744622023,3.82305622273953,7.24175132881177,2.06484044917598,2.90366028748652,2.38520610482637,1.97441448256029,1.46469085092817,11.2425987474388,
49004,VA-Bedford,3627,86.2187982895747,,12.9067086657977,,,,,8.33680076355495,,,,,,,
49005,VA-Big Stone Gap,2258,83.4972512797477,,14.1375015381644,,,,,,,,,,,,
49006,VA-Blacksburg,5114,85.8081774968991,,11.9698282500174,4.77268275220531,,,11.566620895851,6.91609546443132,,,,,,5.98551814279699,
49007,VA-Charlottesville,21852,90.9093108653365,3.22002275146275,15.0247704452942,3.08200568513666,4.21037699834891,0.95835982507958,4.64463708650073,8.874165818984,2.33658080753272,4.30289754252266,2.0597863831844,1.24133001036792,1.0099673006334,8.68981623139983,
49008,VA-Chesapeake,9579,110.22910060475,,20.1342958717693,7.41052683914952,4.26539758639964,,4.78777487123289,11.3864811309647,,1.75789606911129,,,,12.7969374700711,
49009,VA-Clintwood,1765,89.0089451679437,,12.686436029715,,,,,,,,,,,,
49010,VA-Culpeper,3826,91.7093608177145,,14.8302182043675,,,,,8.22474810602074,,,,,,,
49011,VA-Danville,16788,90.7695299210431,2.7223204348022,29.5719230224768,7.96593487124456,6.11905291985244,1.01102001863094,6.25629309758745,8.27063560847928,1.40166383765857,2.41578466320355,2.64797274772778,1.41207737031023,1.94550880021606,8.67801997621214,
49012,VA-Emporia,4323,106.160150274796,,27.4016476769144,,,,,,,,,,,,
49013,VA-Fairfax,2145,111.218331809557,,11.7581886408977,,,,,,,,,,,,
49014,VA-Falls Church,33329,86.8160662709459,2.62733714086973,11.7451011294832,3.58586194113723,4.70574911590649,1.87269617025932,4.38334530070992,7.74105066658584,2.12404166646593,2.75014272715626,1.84414635059404,2.07655889257801,1.6657962243191,10.7955526289832,0.840615826015817
49015,VA-Farmville,4078,78.1390339912508,,10.511449825234,,,,,7.80993003589165,,,,,,,
49016,VA-Franklin,3637,118.243996463931,,18.6137331002992,,,,,,,,,,,,
49017,VA-Fredericksburg,14762,103.040516451942,2.09014313229469,20.6508560501005,4.95761274624114,6.90892468885967,1.66069820565641,6.63195741472523,8.54990921994323,1.86921568066963,3.5721720008775,,1.96944077327181,,13.988974235466,
49018,VA-Front Royal,3386,98.7337316335214,,16.6174188087779,,,,,,,,,,,,
49019,VA-Galax,7300,83.8699701708191,,16.3951246544275,6.94899135098624,4.94867812909381,,7.39851752260354,8.83240481638944,,2.55402202161381,,,,9.27974639559205,
49020,VA-Gloucester,6065,97.0461386513836,,20.6458432710683,6.14152614987173,,,4.66414119183862,8.22676657044981,,,,,,11.0358352372504,
49021,VA-Grundy,2710,88.397177192568,,27.5100909263684,,,,,,,,,,,,
49022,VA-Hampton,8142,106.699134050914,,26.239710705199,6.91909959259572,4.0267212467306,,6.95461814894986,7.28970970050296,,3.98165543147357,,,,13.7733902037345,
49023,VA-Harrisonburg,14138,78.4981652039239,1.996900331322,11.3946579519806,3.47882897580185,3.49395375479233,1.36169705984903,4.2398213032437,6.98642981925459,2.61446913974983,3.88966667778133,,1.83571111380593,,7.91647360993967,
