HSA #,HSA City,State,Resident Population (2006),"Acute Care Hospital Beds per 1,000 Residents (2006)","Hospital-based Registered Nurses per 1,000 Residents (2006)","FTE Hospital Employees per 1,000 Residents (2006)","Total Physicians per 100,000 Residents (2006)","Primary Care Physicians per 100,000 Residents (2006)","Total Specialists per 100,000 Residents (2006)","Medical Specialists per 100,000 Residents (2006)","Hospital-Based Physicians per 100,000 Residents (2006)","Surgeons per 100,000 Residents (2006)","Resident Physicians per 100,000 Residents (2006)","Allergists/ Immunologists per 100,000 Residents (2006)","Anesthesiologists per 100,000 Residents (2006)","Cardiologists per 100,000 Residents (2006)","Cardiovascular/ Thoracic Surgeons per 100,000 Residents (2006)","Critical Care Physicians per 100,000 Residents (2006)","Dermatologists per 100,000 Residents (2006)","Emergency Medicine Physicians per 100,000 Residents (2006)","Endocrinologists per 100,000 Residents (2006)","Family Practice Physicians per 100,000 Residents (2006)","Geriatricians per 100,000 Residents (2006)","General Surgeons per 100,000 Residents (2006)","Gastroenterologists per 100,000 Residents (2006)","Hematologists/ Oncologists per 100,000 Residents (2006)","Infectious Disease Specialists per 100,000 Residents (2006)","Internal Medicine Physicians per 100,000 Residents (2006)","Neonatologists per 100,000 Residents (2006)","Nephrologists per 100,000 Residents (2006)","Neurosurgeons per 100,000 Residents (2006)","Neurologists per 100,000 Residents (2006)","Obstetrician/ Gynecologists per 100,000 Women Age 15-44 (2006)","Ophthalmologists per 100,000 Residents (2006)","Orthopedic Surgeons per 100,000 Residents (2006)","Otolaryngologists per 100,000 Residents (2006)","Pathologists per 100,000 Residents (2006)","Pediatricians per 100,000 Residents (2006)","Plastic & Reconstructive Surgeons per 100,000 Residents (2006)","Psychiatrists per 100,000 Residents (2006)","Pulmonologists per 100,000 Residents (2006)","Radiologists per 100,000 Residents (2006)","Radiation Oncologists per 100,000 Residents (2006)","Physical Medicine/ Rehabilitation Physicians per 100,000 Residents (2006)","Rheumatologists per 100,000 Residents (2006)","Urologists per 100,000 Residents (2006)","Vascular Surgeons per 100,000 Residents (2006)"
49050,Rocky Mount,VA,27605,2.37833537817023,3.49182915299243,10.3735606112177,174.5292,61.6749,110.2478,31.9836,22.694,46.7155,28.7061,0.8255,9.9719,4.7302,0.7763,0.6801,0.8434,7.4266,0.6932,34.5104,0.4485,13.4671,1.6515,3.0722,0.56,13.5472,1.4692,3.1441,1.4378,1.6622,80.0803,6.2875,2.9843,1.8886,2.4866,14.3328,1.1032,5.7656,0.87,5.2964,0.8754,1.8918,0.6483,1.4178,0.5331
49051,Salem,VA,50818,3.20114897855447,3.02469019071072,9.2289625051493,194.8733,65.2876,127.0101,47.8246,22.4429,36.2123,23.6637,1.8631,9.3553,6.5055,1.2289,0.6047,1.231,9.6284,1.5526,26.4822,0.4237,7.3144,4.9766,2.0788,2.1984,27.2578,1.3756,2.1164,0.8565,3.4275,45.3793,3.9703,5.3568,2.7842,5.5426,10.6896,1.74,16.6496,2.766,7.0476,0.6526,3.2347,1.4035,2.8111,0.3691
49052,South Boston,VA,54460,2.60080440872234,3.71060388089117,16.807389655843,190.7518,59.6214,128.4956,41.8231,24.6017,52.3512,25.5112,0.2815,11.3738,4.6851,0.6568,2.5338,2.3847,11.175,2.0822,28.9442,0.2356,11.1279,3.9058,3.644,1.8826,18.9182,2.0836,3.3933,1.0025,1.2863,89.3594,4.1643,8.5139,1.6492,2.0887,12.1948,2.7923,6.8471,3.1464,10.8709,0.3331,0.7298,0.3852,4.4729,0.448
49053,South Hill,VA,31132,3.82104385004312,5.53710484382512,19.1786075717117,184.9122,65.9529,116.2191,30.6985,24.7063,47.5077,35.141,0.4995,11.5038,3.3748,1.5184,1.2508,1.3566,11.2004,0.9508,30.6481,0.5123,6.835,1.7745,1.5241,0.6257,19.1943,0.7865,1.2792,1.1293,1.9329,89.5191,5.2404,6.7721,1.7615,2.6952,17.8165,1.8313,10.5813,0.8827,6.0247,0.626,1.7408,0.6285,4.0368,0.6129
49054,Staunton,VA,108846,2.04789588022532,4.68495476814538,18.9129596067567,233.3094,78.5175,151.8245,44.2783,29.1569,51.8626,41.6198,1.0481,16.2861,3.5881,0.6339,0.6233,2.6046,14.0272,1.5353,39.0958,0.2964,6.0396,3.9488,1.678,0.6126,21.7099,0.3712,1.439,0.8986,5.475,82.2185,6.5133,8.8946,4.3525,4.4806,18.8789,0.8888,23.831,1.9268,12.0918,1.1621,2.32,1.1226,4.5634,1.8361
49055,Stuart,VA,14813,2.78680350656272,3.58594508789716,12.6846037216756,153.8429,63.8993,87.7329,24.2258,20.5859,36.5536,24.0925,0.5526,8.3006,2.1689,0.1658,0.6802,1.0979,7.2332,0.4679,37.19,0.7647,5.3248,1.802,1.1628,0.5016,16.7277,0.5502,0.9164,1.0995,2.4904,82.2245,3.2874,4.309,2.5933,1.9576,9.7866,0.9826,4.4717,0.8423,6.7793,1.4346,1.2102,0.3299,2.9163,0.3978
49056,Suffolk,VA,76173,2.24082960218631,3.55755131784511,15.0760381409708,179.3397,57.8432,118.871,34.2751,22.9948,50.1431,23.5498,1.1501,9.6944,3.6275,2.884,1.5916,3.5455,7.0414,0.3602,22.862,0.3679,8.9767,1.0671,2.7443,1.2862,17.293,0.2956,2.6804,1.1233,1.4318,65.7207,6.2786,6.7758,3.5175,3.5577,17.8214,2.1504,7.6431,3.359,10.4569,1.306,1.0188,0.6725,2.68,0.8046
49057,Tappahannock,VA,26639,2.71390535781507,3.95294088060624,14.0157641878597,216.4429,75.0339,138.422,39.966,24.8678,59.8695,33.9045,0.7785,11.5775,5.522,1.1544,1.4898,1.5085,10.4578,0.9259,34.4213,0.5307,12.6972,4.0576,1.3528,0.6621,24.9925,0.9845,0.9333,1.3102,2.0869,97.4425,6.4203,8.4933,2.1323,2.746,16.2372,2.1977,7.3508,2.9227,33.3716,2.8042,2.0918,0.7031,4.9663,0.6729
49058,Tazewell,VA,11646,4.06556958122484,4.28649503420832,16.6670910456958,212.3796,84.5165,125.4131,32.5088,25.3786,54.9399,22.3489,0.97,12.084,4.0253,1.1296,1.4144,1.4374,12.1926,0.9222,32.5376,0.31,14.0237,1.9642,1.6199,0.3044,27.0176,0.6056,1.6576,1.1389,2.0817,67.8588,4.0792,5.7523,6.908,3.6655,28.9999,1.0078,9.7646,1.2357,8.0525,0.9852,0.8508,0.5544,6.2273,0.3308
49059,Virginia Beach,VA,308535,1.47066356498583,2.70651454425808,8.96544546577701,186.9802,64.7543,119.8259,40.9627,21.4322,41.1551,22.5134,0.9036,8.8525,3.1139,0.7344,1.0935,4.039,7.4524,0.6874,30.871,0.2522,5.7998,4.374,3.1067,0.5034,19.6477,1.5089,1.5452,1.0591,2.574,50.9454,6.2785,4.3569,1.9011,3.1375,13.9067,3.4266,13.0422,3.3996,4.8637,0.4192,2.3871,1.8625,4.0978,2.5293
49060,Warrenton,VA,71288,1.85640993099771,3.44561620111866,15.0807255005425,209.3856,69.1477,137.7072,43.0789,26.0073,54.0166,20.8508,1.6157,12.7086,2.8977,1.3031,0.8008,4.6056,10.8513,0.6292,30.2719,0.2661,8.8827,3.9506,2.3462,0.6509,24.0106,0.7353,4.1101,0.7887,4.7983,83.128,5.5059,12.125,4.0032,3.3597,14.864,1.1609,9.9119,0.702,8.5117,0.3673,1.8557,0.5943,1.9899,0.4241
49062,Williamsburg,VA,85409,1.74613132095007,3.2000086716139,10.7598981049205,266.2675,93.2306,169.8835,57.4877,31.5658,55.5147,19.527,1.2712,17.8052,5.5488,1.0276,1.5988,4.4185,13.9654,1.2888,40.5123,0.2561,7.1046,2.7111,5.5822,0.3993,32.5851,0.3797,1.3554,1.6924,4.5412,70.3874,7.6816,8.4296,3.9512,3.278,20.8828,3.6837,20.2457,3.7303,9.2208,1.1477,1.848,2.8695,4.4546,1.7397
49063,Winchester,VA,141838,1.96142842583129,4.48153140034927,15.2843360417187,167.2543,55.7969,109.3345,39.0069,23.4926,36.1922,14.4224,0.2833,10.4997,5.3397,1.684,1.4733,1.52,12.1207,0.2875,19.8849,0.5831,5.8606,2.2127,2.9033,0.6611,22.6541,1.0401,2.3326,1.5844,2.2648,50.1104,4.0028,4.9003,2.9964,1.2694,13.4456,0.5499,7.1146,1.5323,7.7018,1.3921,0.7213,1.4099,3.2,0.5009
49065,Woodbridge,VA,225158,1.47604116918974,2.04294373983885,7.74741913195049,180.0934,69.7088,107.3251,40.5537,20.6004,35.98,15.5081,0.8051,8.3343,7.5064,0.1874,0.9658,2.165,6.9208,0.8701,22.8552,0.2543,6.0226,4.4852,3.2871,1.6347,31.5465,0.8957,1.5171,0.9331,3.2618,52.8036,6.3337,4.4564,2.1527,1.7667,15.5058,1.045,8.787,2.75,4.7707,0.8753,0.7954,0.9963,3.1493,0.3377
49066,Woodstock,VA,25652,1.53611947386716,4.16090660959313,17.4620793325393,186.0256,71.0122,112.3495,34.417,26.0354,42.0291,19.0366,0.2422,12.5691,2.3857,1.8192,0.9546,3.4649,15.9769,0.3729,28.1692,0.2756,8.5783,1.3365,1.35,0.5349,27.6049,0.6103,1.1782,1.212,1.5208,70.2819,4.7863,6.1246,2.0936,1.3758,15.4464,0.492,7.6379,0.7533,7.883,0.6361,0.5486,0.6523,1.9679,0.4149
49067,Wytheville,VA,34019,4.02391005888688,4.84206765827417,16.03451100195,217.511,81.0902,133.8386,42.471,26.2979,47.9399,21.2931,0.8884,13.0219,4.8292,0.9099,0.7226,0.9072,19.1933,0.5615,52.4783,0.3545,13.8259,3.7379,3.1657,0.3145,15.609,0.6332,0.8787,1.0901,1.6367,82.732,3.5779,5.9077,2.1289,4.8747,13.4107,1.0537,14.1883,0.5676,8.8156,0.4145,1.0601,0.3427,2.1875,0.5026
