HSA #,HSA City,State,Resident Population (2006),"Acute Care Hospital Beds per 1,000 Residents (2006)","Hospital-based Registered Nurses per 1,000 Residents (2006)","FTE Hospital Employees per 1,000 Residents (2006)","Total Physicians per 100,000 Residents (2006)","Primary Care Physicians per 100,000 Residents (2006)","Total Specialists per 100,000 Residents (2006)","Medical Specialists per 100,000 Residents (2006)","Hospital-Based Physicians per 100,000 Residents (2006)","Surgeons per 100,000 Residents (2006)","Resident Physicians per 100,000 Residents (2006)","Allergists/ Immunologists per 100,000 Residents (2006)","Anesthesiologists per 100,000 Residents (2006)","Cardiologists per 100,000 Residents (2006)","Cardiovascular/ Thoracic Surgeons per 100,000 Residents (2006)","Critical Care Physicians per 100,000 Residents (2006)","Dermatologists per 100,000 Residents (2006)","Emergency Medicine Physicians per 100,000 Residents (2006)","Endocrinologists per 100,000 Residents (2006)","Family Practice Physicians per 100,000 Residents (2006)","Geriatricians per 100,000 Residents (2006)","General Surgeons per 100,000 Residents (2006)","Gastroenterologists per 100,000 Residents (2006)","Hematologists/ Oncologists per 100,000 Residents (2006)","Infectious Disease Specialists per 100,000 Residents (2006)","Internal Medicine Physicians per 100,000 Residents (2006)","Neonatologists per 100,000 Residents (2006)","Nephrologists per 100,000 Residents (2006)","Neurosurgeons per 100,000 Residents (2006)","Neurologists per 100,000 Residents (2006)","Obstetrician/ Gynecologists per 100,000 Women Age 15-44 (2006)","Ophthalmologists per 100,000 Residents (2006)","Orthopedic Surgeons per 100,000 Residents (2006)","Otolaryngologists per 100,000 Residents (2006)","Pathologists per 100,000 Residents (2006)","Pediatricians per 100,000 Residents (2006)","Plastic & Reconstructive Surgeons per 100,000 Residents (2006)","Psychiatrists per 100,000 Residents (2006)","Pulmonologists per 100,000 Residents (2006)","Radiologists per 100,000 Residents (2006)","Radiation Oncologists per 100,000 Residents (2006)","Physical Medicine/ Rehabilitation Physicians per 100,000 Residents (2006)","Rheumatologists per 100,000 Residents (2006)","Urologists per 100,000 Residents (2006)","Vascular Surgeons per 100,000 Residents (2006)"
14017,Carmi,IL,8234,2.73494063400647,3.81047703434048,15.4682436696916,254.0067,111.8095,139.4248,51.9841,25.3797,47.3822,17.444,1.0316,12.0479,12.1726,1.3006,1.6415,2.0522,19.018,0.875,72.6318,0.6254,5.7671,2.2473,1.6596,0.6626,25.7056,1.6741,1.7604,2.0388,1.9728,72.3087,4.6778,9.509,2.4172,2.6723,12.9984,1.334,10.3951,1.5423,7.4436,1.0538,1.9507,0.7143,4.4289,0.7634
14018,Carrollton,IL,4468,4.64510840089701,4.26090376163099,15.6985159594731,183.5526,54.1633,126.891,36.8453,24.9437,55.6263,35.8955,0.7007,11.695,3.8214,0,1.4325,1.5402,8.5003,0.6591,19.5714,0.3117,9.8692,1.7315,1.4391,9.1722,24.4753,0.4612,0.7771,1.4894,2.256,92.0093,5.8405,10.7808,3.6825,4.7397,9.4992,1.7333,5.5853,1.1299,8.2983,0.4957,1.152,0.5638,3.0363,0.7623
14019,Carthage,IL,13139,3.64361030237944,4.78497220367835,20.2217460205139,187.029,74.038,110.3398,27.4185,24.8682,50.5667,34.7544,0.4587,11.6261,2.0747,1.1698,1.2326,1.1725,12.87,0.4509,54.9986,0.2786,7.6684,1.3949,1.2126,0.5525,10.7195,0.3423,1.0346,1.2247,2.3028,102.4781,5.555,6.3898,3.4406,4.6959,8.7932,1.1538,4.8307,0.7987,7.1741,0.601,0.796,0.3493,3.7713,0.3821
14020,Centralia,IL,35565,3.3302273555361,5.38515544480043,21.6423791429268,190.3048,52.4275,135.0257,38.4333,24.353,61.7361,18.0642,0.3105,11.0126,5.8598,2.1728,0.7731,0.9791,4.8098,0.3345,23.2514,2.2549,13.2177,2.6582,3.0509,0.3191,17.1779,0.2467,4.1961,0.7292,5.3917,115.0884,4.2597,7.7101,3.8783,6.3267,12.3924,1.0936,8.5744,2.405,11.5856,2.0218,0.6751,0.4989,3.3076,2.0678
14022,Chester,IL,13949,3.20554414407148,4.58788555655283,23.0107041855786,224.2278,84.9027,136.6391,29.4072,25.7509,63.2584,29.8245,0.7756,12.4589,3.962,0.1674,1.5788,1.1404,12.3796,0.4726,62.2457,0.5699,13.7671,1.3728,1.2092,0.6172,15.1784,0.5762,0.8607,1.7385,1.661,126.253,8.7793,5.9317,2.5603,3.4147,7.3825,2.143,16.2596,0.6876,9.3193,0.5436,1.1798,0.4325,2.1547,0.7439
14023,Chicago,IL,2736587,3.68703806746994,4.79316448541389,19.1792061836655,241.0273,92.4881,146.2882,60.9244,26.1819,39.6063,87.737,1.151,13.1035,8.7028,0.9961,2.1548,3.2001,11.3798,1.9727,26.4086,1.608,7.1689,4.6898,4.8466,2.712,50.0045,2.4015,2.8178,1.6906,5.3427,56.4237,5.6611,4.4714,1.9987,6.2057,16.9922,1.6085,15.2023,2.1118,9.9087,1.5563,3.4509,1.4684,2.5901,0.6712
14024,Chicago Heights,IL,138685,1.92875515790565,3.88811543573027,17.9642732603945,190.2066,65.5015,121.214,49.8094,25.1889,38.1705,27.97,1.3158,11.9261,9.6052,0.9411,2.1636,1.6464,10.5253,1.5837,24.5275,0.8072,6.3885,3.8873,2.0713,2.0532,30.3596,0.7269,1.6855,0.6058,4.1459,55.9471,5.6397,5.5969,2.4251,3.0453,10.9706,0.7689,6.0995,1.8406,8.524,1.6626,2.1691,1.8288,1.3662,1.206
14026,Clinton,IL,11891,3.58054388546711,4.33841967316006,19.4958600080205,192.2454,77.8563,111.6886,25.954,28.3811,51.1721,12.8785,1.0409,14.769,3.7814,0.9461,1.5722,1.6575,6.1913,0.1802,39.6725,0.1705,9.8171,2.1479,1.2407,0.4413,24.2491,0.1348,0.7792,1.9665,2.256,67.9279,4.6137,7.0232,3.2199,3.3706,14.1081,3.1052,3.7672,0.6874,7.7628,0.585,1.588,0.8335,4.35,1.0918
14027,Danville,IL,91342,2.72482187009402,3.56807572347558,14.8707442917017,221.5619,80.8085,138.261,47.6373,25.3985,51.6666,24.6257,0.3197,12.2117,7.0729,1.6187,1.4197,1.2177,8.7458,1.2156,38.088,3.3746,9.9729,3.4629,2.6895,1.6728,31.4918,1.1335,0.6604,0.9871,4.0242,64.9421,7.9716,6.521,4.3814,5.5913,10.8829,1.3308,10.8997,1.7573,11.5514,1.3136,5.0254,0.3274,3.6794,0.5804
14028,De Kalb,IL,78098,1.97016463812853,3.53961288151974,11.4057715889582,171.9819,56.8642,112.3876,32.2948,26.1397,43.5468,14.4844,1.6131,12.7844,6.2869,1.2308,1.5076,0.8612,7.0572,0.3843,20.3108,0.3715,9.474,1.6069,2.5216,0.4284,25.2266,0.3941,0.5234,0.9557,2.3534,37.4854,8.7454,8.9984,2.4746,2.3925,11.5202,1.9003,7.9063,0.509,8.2796,1.7969,2.2579,1.6784,3.6546,0.2724
14029,Decatur,IL,136404,3.35459823306139,3.19537143283696,15.0023867342411,176.4147,71.0441,102.6474,36.4485,21.5732,38.4626,16.6634,1.4225,8.9381,5.3358,0.283,0.9386,1.565,8.0496,0.2001,40.2265,0.6663,6.9667,2.2337,2.0861,1.4203,21.5726,0.1666,0.1919,2.0572,4.2332,50.2907,4.2974,4.9723,2.979,4.7637,9.2026,1.6334,4.5726,1.4184,4.4415,1.8354,1.4979,1.9103,2.2868,0.7469
14031,Dixon,IL,27800,2.76675507898676,4.76088394766199,22.2756876298645,226.9252,77.8601,146.2752,33.8196,32.5727,59.2334,24.1294,0.3092,19.3043,5.3609,2.0357,0.5163,4.3178,7.8172,0.239,41.6299,0.2461,8.288,3.1357,4.2767,0.4781,24.6105,0.4246,0.4698,1.0855,2.9614,98.8135,8.418,8.4131,5.5665,3.739,10.4363,0.9972,17.8216,0.4159,10.098,0.2862,0.9657,0.3546,1.7572,2.17
14032,Downers Grove,IL,92511,1.85414420508257,3.57206364845169,11.0396716708983,210.1908,61.3677,146.1884,42.5373,29.6347,61.6777,26.4833,1.7502,16.4387,8.0584,1.5207,0.6954,2.0349,9.0552,0.9628,21.041,0.5067,8.9989,3.3427,2.5185,1.8415,24.2587,3.0218,1.2142,1.6627,1.9147,91.9169,6.5804,7.9081,5.5917,4.991,16.2524,4.2906,9.448,1.4263,8.2385,0.8792,2.8331,0.6844,3.3001,0.6029
14033,Du Quoin,IL,9446,3.56394211873734,4.49815002647413,21.7388897471957,235.8911,96.0287,136.8093,49.7848,22.6926,55.031,21.6724,2.4688,9.9061,3.8487,3.8769,2.2026,1.438,11.6373,0.2322,67.9724,6.7043,6.8871,7.9286,1.4332,0.8524,20.9848,1.4324,7.3779,1.2865,1.1975,137.2897,8.7525,2.4421,1.9406,2.6205,6.4109,1.5603,5.403,0.2576,6.2584,1.2121,0.7233,0.2313,1.2293,0.1439
14035,Effingham,IL,58035,2.66369518649744,3.55690244347946,13.3337610581926,171.3836,59.7245,109.2102,32.9253,22.3428,43.9367,15.6453,0.2155,9.4806,1.7906,0.8574,0.5989,1.9933,9.7539,0.3361,32.0365,0.3715,7.8081,0.9227,8.3288,0.3627,21.1479,0.2592,0.3308,0.7153,2.381,50.8888,4.9445,8.8708,1.9864,3.2525,6.2778,1.8091,3.9135,0.5745,6.5436,1.6152,1.7451,0.4005,3.4307,0.6147
14036,Eldorado,IL,12304,3.55120600284311,4.65661809638155,19.7770806314442,184.3721,74.5706,107.2179,23.84,22.0334,51.5701,11.2093,0.6015,9.4512,2.6745,1.9666,0.9767,1.219,5.5912,0.4559,53.2776,0.4004,12.1887,1.3722,1.1512,0.6386,14.1587,1.0285,2.0995,1.2848,1.279,94.3484,4.5181,6.1656,2.1106,2.0752,6.845,1.2799,8.0039,0.7556,6.4135,1.692,1.3463,0.389,2.6704,0.4572
14037,Elgin,IL,414614,2.06555697603329,3.23264948678656,11.3715211334928,184.1039,65.2586,116.4208,38.5796,25.6997,41.3614,12.7785,1.9764,12.2972,7.2912,2.2296,0.8977,2.699,5.4157,0.9882,23.7294,0.2985,4.6914,3.8777,2.6523,0.9513,31.7224,0.6836,1.2358,1.2959,3.7771,55.1336,5.275,7.7059,3.0314,2.7784,11.1783,1.5489,9.332,1.2593,4.5899,1.2351,2.0789,0.5907,2.645,0.4628
14038,Elk Grove Village,IL,124523,2.27558579729855,3.23993971862294,12.6845299587078,189.2456,63.4197,123.4605,49.6254,24.7485,40.6523,18.0569,2.1523,11.538,8.2622,1.1062,1.3158,2.8061,6.7052,0.6717,19.1663,2.4267,4.951,2.3486,4.6127,1.7712,27.0131,1.1292,1.5127,0.5495,2.7,73.2302,4.8102,6.0953,2.1341,3.8387,17.8373,1.8667,5.8379,2.7646,4.1766,2.2138,3.1194,1.6281,3.4536,0.2602
14039,Elmhurst,IL,225584,2.22189414777368,3.70878705349276,13.810538343142,235.4372,80.7085,152.2547,56.3353,29.8465,52.1704,40.0544,2.0646,16.8144,8.7035,1.2119,2.1834,4.2087,12.4826,0.9787,24.3515,1.7447,8.418,5.0106,2.8064,0.8718,40.8344,1.9003,1.7048,1.1944,3.1389,81.017,5.712,7.5518,3.8301,4.8898,15.3605,2.6845,10.1375,1.8005,9.5068,1.0379,4.3152,1.5083,2.7738,0.62
14040,Evanston,IL,223308,2.23819278720898,3.44271313361479,17.2993045471507,251.7774,88.7618,160.27,60.3237,26.4347,49.9345,48.1003,1.9033,13.4306,7.3011,1.3182,1.5481,5.3339,13.3509,1.2248,19.8296,1.3123,6.0551,4.4518,3.9727,1.8898,47.0552,2.1162,1.7059,1.2326,6.3825,100.792,6.9825,6.0659,2.1535,6.3971,21.5586,2.6131,20.9946,1.6637,11.401,1.289,2.9187,1.474,2.0447,0.9896
14043,Fairfield,IL,12491,4.36606804123407,5.35589354929331,20.9093759032652,191.0486,77.5724,110.6605,25.185,22.073,56.5171,10.6144,0.4062,9.4972,6.9804,1.9474,0.8561,1.217,4.3248,0.4198,45.012,1.0898,11.7096,1.0294,1.1563,0.3758,15.0756,0.6134,0.8307,1.255,1.6542,110.0181,6.3264,6.2719,2.659,2.3675,19.962,0.9456,4.8185,0.9022,5.9265,0.3964,1.0254,0.6419,2.5992,0.5335
14044,Flora,IL,10834,2.88603359464855,4.04003666153219,17.8969420425916,174.9652,66.5282,105.8759,24.5508,21.3641,53.2777,15.6509,0.2538,8.8709,2.0622,1.1046,0.6393,1.3864,5.7896,0.3058,33.6305,5.3152,12.9374,0.7361,1.7919,0.3292,21.0093,0.2832,0.5136,0.8819,1.5192,86.0466,5.4442,6.8871,2.3454,2.7017,12.2092,1.3963,3.9404,0.8574,6.178,0.4156,0.8622,0.6712,3.1579,0.4536
14045,Freeport,IL,60961,2.59730983795566,3.64816496494438,14.0565689080604,193.0428,71.7657,118.8076,40.4165,24.0779,41.9814,15.7502,1.7876,10.8412,4.1608,1.1976,0.6251,2.1476,10.7134,0.3156,35.5588,0.471,5.974,3.9228,3.2011,0.3959,21.3465,0.5374,0.6395,1.0065,2.5259,62.2275,5.823,7.6029,2.4554,4.6838,15.5478,2.194,7.1635,1.6219,9.3924,1.4616,2.2417,1.9191,2.4174,0.2262
14047,Galesburg,IL,65163,5.1684721598076,4.2454470069873,17.1358732262437,163.5188,65.5893,95.7014,26.9001,21.66,40.9593,17.5835,0.2643,8.6598,1.5262,0.7378,0.5329,1.6075,8.4863,0.2979,38.3872,0.1778,9.3992,1.8015,1.5951,0.2991,16.2798,0.3154,1.4127,0.5488,3.2799,53.3478,4.1549,8.0865,1.8123,5.1951,11.3092,0.7482,3.4447,2.4779,7.0866,1.2169,0.7128,0.2832,3.5139,0.3561
14048,Geneseo,IL,17873,2.00845949777141,4.01775227608165,12.4484647910137,155.6681,57.132,96.2002,17.5355,24.3573,41.8184,10.4715,0.5567,11.1753,2.7587,2.0401,0.3291,0.8604,4.9331,0.3781,36.2979,0.213,7.8473,1.2987,0.8181,0.3174,14.9332,0.3316,0.462,1.2031,1.1858,62.2387,9.6678,3.5986,1.1154,2.3382,5.1402,1.0597,2.9579,0.5966,8.6998,0.3409,0.8339,0.4292,1.6529,0.2681
14049,Gibson City,IL,8832,2.69756775449958,4.88689349908733,22.1422781188162,209.7541,87.4665,119.6428,47.2046,20.9795,40.4796,23.9015,0.712,8.1637,4.1931,0.9432,1.7544,1.7943,17.9376,1.4635,56.2936,0.754,9.1631,2.6848,2.3006,0.8301,17.4079,1.3273,1.0066,1.1286,2.9651,42.032,2.6777,9.4976,2.3745,3.8627,14.693,1.9208,6.33,1.1143,7.6176,0.6012,1.6456,0.5941,2.5945,0.7564
14050,Glendale Heights,IL,55663,2.21604467585482,2.64046107051753,10.7009583953879,191.4641,71.0704,117.7862,41.0025,26.5781,40.7432,20.8678,1.8898,12.9636,6.0052,1.2318,1.8395,2.9387,6.8048,0.7122,28.329,1.1122,4.8431,3.2365,3.0354,1.37,28.081,1.2625,0.9107,0.9035,2.2322,72.9847,5.0296,4.8512,3.1061,2.7814,14.6604,1.3475,6.6493,1.3063,4.6928,0.949,3.7802,0.9557,2.7942,0.3172
14051,Granite City,IL,52224,5.42846689348562,7.27957979623571,22.2962557837946,178.5567,58.5278,117.7583,34.7184,25.0287,47.5279,29.7672,0.6776,11.7667,7.751,1.8987,1.6204,1.4983,5.3732,0.5433,16.8164,0.6401,6.1606,2.6364,1.2321,2.6354,25.9932,0.3731,1.0832,1.0212,3.7976,54.3402,4.6826,7.6043,4.5281,4.9764,15.8397,1.874,7.6067,0.9139,5.3482,0.4154,2.3556,0.511,7.4136,0.4659
14052,Greenville,IL,15409,3.80598091104195,5.70289829005665,23.3639812195667,200.1922,62.61,134.9432,26.8481,25.7484,69.0331,30.766,0.6474,12.4199,3.6229,0.4953,1.5238,1.5643,5.1951,0.5772,34.4984,0.4726,12.0099,4.2316,1.3991,0.7948,16.9896,0.3591,0.8713,1.28,1.9807,122.8628,4.962,16.2936,2.4209,4.1762,11.0509,2.9787,7.2304,0.9713,6.9025,0.4125,1.2703,0.514,2.9564,0.6491
14053,Harrisburg,IL,20205,3.58261766924167,4.94268522814884,19.1408996450534,172.6728,63.4124,106.8905,26.1194,22.9461,47.6737,13.223,0.4092,10.0597,3.0497,0.3833,0.6426,1.034,6.6246,0.3335,39.9026,0.4121,13.4074,1.1528,1.2785,0.9337,17.7916,0.9715,3.0966,0.8909,1.1832,80.8914,5.4104,3.6102,2.1943,2.0059,5.2732,0.9607,8.7877,0.5751,7.3634,2.601,1.1285,0.2973,3.9914,0.3336
14054,Harvard,IL,14888,2.36205326755633,3.79582084828538,13.5484969948467,147.1489,52.6081,92.2276,36.6575,26.0099,27.6011,14.235,0.3037,12.4577,8.0938,1.0465,0.6213,0.6244,13.1965,0.6795,27.4381,0.3233,6.6294,1.077,0.7088,0.3069,18.5392,0.2655,0.4152,0.817,6.5729,32.8658,2.8126,3.7648,2.4408,1.7798,6.8529,1.1224,2.9461,0.3787,4.149,0.4182,0.8745,0.2847,1.4974,0.248
14055,Harvey,IL,130206,3.64422291519688,4.55545081729622,20.1313033139145,176.2553,62.9742,110.4596,47.2573,23.877,30.4911,34.9723,0.9581,10.4694,7.4084,1.4625,1.1444,1.2003,9.057,1.161,20.2849,0.7309,5.5963,3.0087,2.1222,3.7816,35.3954,0.9513,2.6991,0.6877,4.6011,43.8901,5.8857,2.9473,1.1505,3.7177,9.1306,1.1214,6.5533,2.1999,12.2247,1.5549,3.0933,0.7437,1.2313,0.7655
14056,Havana,IL,7527,3.66723901290567,6.23337532996122,26.5677602919382,211.1269,71.031,137.4875,33.785,22.6035,61.7753,40.3781,0.6112,9.6346,3.7536,1.499,0.9583,1.1605,15.7167,0.6987,35.4085,0.201,35.1119,1.4914,1.3693,0.9676,26.6538,0.6707,0.8137,0.8965,2.4175,42.3058,2.531,4.3637,1.9253,3.5216,7.796,1.3104,4.6238,1.3338,7.769,0.3926,1.1715,0.6578,2.7129,0.8351
14057,Hazel Crest,IL,120952,2.75558562669212,3.8843999764785,17.3222434239684,197.2254,70.4316,124.0637,48.1047,25.4562,41.5182,30.0561,1.8713,12.2131,7.3936,0.5787,1.722,1.4104,8.845,1.6214,20.8224,0.7866,6.2429,3.7997,2.3728,2.4422,37.4509,0.6015,2.8762,0.8091,4.8505,66.9304,6.798,5.0861,2.3044,4.0015,12.2305,1.2101,6.5461,1.8228,9.1803,1.1701,2.8652,1.0428,2.1127,1.4534
14058,Herrin,IL,37529,2.70635575538816,4.10916605238996,16.2822395178711,195.0399,73.6876,118.909,38.2111,20.8315,50.9512,21.2302,0.5625,7.9549,4.3311,1.16,1.8119,2.308,5.7592,1.412,40.0177,0.7564,7.6772,2.5427,1.8422,1.2946,24.7939,1.2888,2.7256,0.8187,2.7937,69.8599,4.2321,13.0578,2.8353,3.718,8.1023,2.276,5.9301,0.7325,8.3368,1.8925,5.1588,1.4121,3.0879,0.1899
14059,Highland,IL,21740,2.63705905581063,4.35831644783165,16.6825456512641,172.6204,65.31,104.5525,29.1512,23.7639,43.3208,23.7264,0.6455,10.456,3.6294,1.6456,1.5792,1.5021,11.4514,0.4418,24.0685,0.5783,9.8393,1.8994,1.1776,0.5637,24.6349,0.2971,0.9213,1.0669,1.479,63.1454,4.1734,5.756,1.7058,9.4499,16.8824,2.5921,4.467,0.8577,5.5572,0.3317,1.2325,0.4001,2.4161,0.6462
14060,Highland Park,IL,83702,1.81428470614535,3.16999068906454,15.5589781169076,446.1388,168.0998,279.0712,112.1521,29.4719,105.8983,51.9726,3.7421,21.6369,18.2198,1.4088,6.0235,14.2983,23.4881,2.9863,36.1257,2.1752,12.5127,8.0005,7.268,4.882,76.7669,1.4723,4.5799,2.2454,12.0138,242.2001,14.9478,15.6721,5.5235,9.1315,54.2831,6.0154,52.3371,4.4836,33.6861,1.0201,2.4162,1.1706,1.9232,0.8865
14061,Hillsboro,IL,20502,3.25155068733772,4.08987584969426,19.1611029741538,176.4728,69.9875,104.0941,25.3066,24.7108,45.8755,36.2725,0.6775,11.4638,4.5393,1.0749,1.0306,1.5565,4.4198,0.6023,49.3664,0.2494,7.1926,1.6075,1.4508,1.4082,12.0735,0.408,0.6377,1.3271,2.3538,82.2048,4.6061,6.2561,2.644,4.2473,8.3166,1.8917,4.8064,1.5337,9.3754,0.4496,0.9167,0.5589,3.1,1.0251
14062,Hinsdale,IL,116050,2.36355210979264,3.49974181763758,13.9698022811301,292.1939,96.5961,192.2644,68.7284,34.889,67.0979,48.2101,3.7395,25.7987,10.1861,1.5009,1.3344,4.0666,16.9065,1.5184,35.3819,1.4046,8.4593,3.2774,5.0942,3.965,37.0572,6.8424,1.3624,3.1723,4.1312,118.7435,7.2506,7.5445,5.8943,12.3926,24.9351,4.5233,17.0449,1.9129,12.427,1.5566,5.6004,0.7509,3.2718,0.9167
14063,Hoffman Estates,IL,104893,1.82707693474065,3.30056678273508,11.5437536766188,178.2512,61.8053,114.1536,45.5967,21.5518,38.2119,15.3223,3.2809,8.9305,7.9371,0.63,0.5247,4.7485,5.6487,0.763,20.0519,0.8166,4.2142,3.7456,3.6917,1.14,26.7685,0.4915,0.766,0.4246,4.4727,63.7002,5.1267,7.7109,2.0492,3.0264,14.8905,1.1034,7.0245,1.4936,4.9224,0.8855,1.9727,1.0176,2.4115,0.2085
14064,Hoopeston,IL,6725,3.38147774193435,3.72946036706534,17.3628228371737,145.4392,57.9239,85.1043,24.2947,17.3484,35.9724,18.2551,0.2337,5.5012,2.8395,1.145,1.09,0.7925,5.9237,1.2522,37.3817,1.0871,9.7902,1.6578,1.5752,0.7835,15.2413,1.0591,0.4701,0.8337,2.0054,39.6793,3.9628,5.4058,2.5136,3.465,5.7234,1.2183,5.3467,0.8727,6.1328,0.482,1.8502,0.2142,1.711,0.4516
14065,Hopedale,IL,6988,3.51949619382152,4.8947024238563,24.8992408876861,215.3401,75.6419,137.1114,31.0288,33.0706,62.527,20.125,0.906,19.3282,3.9551,1.1182,1.5482,1.4764,8.7057,0.4214,43.4669,0.1674,10.0518,2.9007,1.3127,0.5209,23.7823,0.8712,1.0424,1.4546,2.2637,70.8477,3.4305,7.8296,3.7735,3.5301,8.5702,2.6668,4.7469,1.2979,8.8094,0.4126,2.1072,1.18,7.6754,7.8863
14066,Jacksonville,IL,49328,2.93654568120814,3.41909625161985,16.6737564600516,181.2207,72.3275,106.5147,33.4951,20.1229,43.4603,28.9169,0.6383,7.1965,5.0169,0.6215,0.7408,1.4767,10.2607,0.5984,33.1174,0.2226,7.8309,1.3676,1.3073,2.0083,25.4942,0.3812,0.6267,0.7383,2.1919,62.5391,5.888,9.2045,2.8282,4.9113,13.6972,0.9165,6.0373,1.2173,7.2924,0.3799,0.6377,0.4856,1.5678,0.554
14067,Jerseyville,IL,19923,4.20920933227654,4.68413661065884,18.9974333477821,212.3838,75.159,134.6066,32.1823,28.5614,65.4672,33.6472,0.5186,14.982,3.5869,1.816,1.9246,1.2798,13.2112,0.4967,37.424,0.4161,11.9221,2.1289,1.5905,0.9139,26.5601,0.3453,0.7481,2.0922,1.5633,105.8751,6.0361,11.9219,3.5995,4.2524,10.3933,2.4363,5.1778,0.851,7.6476,0.7738,1.855,0.4688,2.892,0.6666
14068,Joliet,IL,506599,2.22926256737219,3.38845829682896,12.0073158348232,170.474,60.5438,107.4472,42.3869,22.9126,33.4562,18.293,1.4236,9.9554,8.3108,0.7014,0.8352,3.0554,6.6754,1.0925,21.6969,0.4803,6.2046,2.1521,3.0601,1.5945,26.0231,0.5408,1.8829,0.9798,3.1385,47.0348,4.6391,4.4092,1.8854,3.1503,12.9035,1.1706,7.1396,1.8135,5.87,1.4697,3.0147,0.8149,2.6503,0.3322
14069,Kankakee,IL,123268,3.2544971221954,4.43702303876868,16.9793763968989,169.0488,53.3525,113.6192,40.0628,21.9026,39.1081,17.077,0.1868,9.5844,7.7607,2.5996,0.4061,0.4031,9.9022,0.9593,18.3836,1.464,5.9705,3.2335,2.5097,0.3209,25.0391,0.9115,1.639,2.4248,1.9971,48.3821,3.9698,5.9405,3.2086,1.0769,9.9746,1.1155,8.9491,0.9373,4.5044,0.8811,3.217,0.8459,2.6836,0.8285
14070,Kewanee,IL,17413,2.81089893510318,5.68933027261288,22.9850775838609,185.3542,72.3217,110.5592,30.5954,27.6493,38.8987,29.7601,0.7394,14.0769,3.1374,0.9668,1.0281,0.825,8.865,0.6822,34.0843,0.2762,8.5076,1.7714,1.2323,0.5842,21.976,0.6723,0.9143,1.1268,2.206,70.4616,3.1342,5.0894,1.5374,3.4753,17.2685,1.7362,8.9352,1.0233,7.9337,0.4353,1.5075,0.6101,1.753,0.5019
14071,La Grange,IL,123231,2.54867655602989,3.69960779578342,15.7807387946966,286.6858,116.8351,168.682,68.438,30.9227,51.8949,62.8663,2.5533,20.9561,12.717,0.9586,1.5122,4.1108,16.1556,1.7973,46.7563,2.3407,8.5564,2.6307,5.7585,2.4175,47.8202,3.8644,1.7416,2.719,4.5508,85.5471,6.6674,6.0495,3.309,9.5345,22.1379,2.0403,12.8322,1.9109,18.3048,1.2618,3.3965,0.6863,3.1163,0.6174
14072,Lake Forest,IL,38576,1.64785451839399,3.27168829885686,13.6987623525998,193.9398,51.0118,139.6719,51.7508,29.1401,45.8719,20.7933,0.4153,17.1729,3.9148,0.3704,0.486,3.8472,14.343,0.2899,8.5266,1.1269,4.9625,5.3768,1.7809,1.2155,25.0192,0.3997,1.1985,0.5293,5.9314,94.8954,6.0843,6.3568,2.4228,6.6561,17.9215,3.159,10.5582,0.4023,13.0032,1.7243,1.6097,3.2892,2.232,1.0092
14073,Lawrenceville,IL,14410,3.83613640566098,4.04543930786663,17.7758349869002,152.235,50.9285,99.1109,27.4805,24.5537,32.7872,9.6083,0.1351,11.3911,4.68,0.7914,0.4694,1.8927,9.4566,0.8972,31.2652,0.1181,8.3842,1.1148,1.5021,0.7792,12.9484,0.1963,1.4039,0.5225,1.7991,48.4712,2.7348,6.4487,1.0007,0.9157,6.492,0.5975,14.3532,0.4102,7.7473,0.7691,1.2074,0.3388,1.9083,0.2722
14074,Libertyville,IL,184212,1.52038625959103,2.89580006867833,10.9326251913559,166.6054,58.794,105.5847,36.6345,25.8935,33.7062,17.367,0.8566,12.6038,4.7242,0.9496,0.8936,1.7754,8.165,0.652,18.7981,1.0061,5.4046,2.6923,3.1987,1.2124,28.7816,0.5723,1.3274,0.6048,3.9403,48.3686,5.2539,4.4325,2.6932,3.8989,11.8111,1.063,8.4665,0.3183,6.9499,0.6483,1.2599,1.6976,2.0323,0.3942
14075,Lincoln,IL,23089,2.31472241503982,3.54229587057287,16.5667868875513,159.4563,54.6344,102.6216,28.7332,20.5769,34.5789,31.2262,0.8233,7.8663,4.6424,1.0886,0.9025,1.8308,6.8843,0.6837,36.1686,0.1698,4.6038,1.7485,1.6055,1.2006,10.4592,0.4231,0.7984,0.9062,2.6267,54.2808,2.3662,6.6406,1.6326,3.5843,7.5187,1.1321,5.2889,1.5028,6.9468,0.4334,0.8325,0.6296,2.1683,2.2989
14076,Litchfield,IL,21964,2.28798739114493,4.14120193920358,16.5404713367101,156.7231,63.2635,91.6568,20.036,22.4337,40.3955,28.2712,0.5609,8.7844,3.1632,1.2268,1.0496,1.2965,3.7082,0.5003,42.6284,0.3285,8.0498,1.3166,1.1337,0.861,10.5533,0.3411,0.583,1.0916,1.8183,47.3573,8.19,4.7313,1.9332,3.3664,10.9024,1.4222,4.1454,0.9989,15.5521,0.369,0.8509,0.4081,2.137,0.6543
14077,Macomb,IL,38254,2.88195349087738,4.03014095819652,16.7623429165435,162.7917,78.8342,83.5708,23.8442,18.9739,32.0988,19.5936,0.3482,5.138,1.8328,1.0139,0.509,2.8351,8.1102,0.358,37.5141,0.1328,7.9553,0.9049,0.8701,0.4276,26.4295,0.2941,0.576,0.5254,1.3814,35.3826,3.8991,5.6131,3.5125,8.6486,14.5525,0.6299,4.6816,2.8925,8.1096,0.3774,0.6608,0.3454,1.3713,0.3131
