HSA #,HSA City,State,Resident Population (1996),"Acute Care Hospital Beds per 1,000 Residents (1996)","Hospital-based Registered Nurses per 1,000 Residents (1996)","FTE Hospital Employees per 1,000 Residents (1996)","Total Physicians per 100,000 Residents (1996)","Primary Care Physicians per 100,000 Residents (1996)","Total Specialists per 100,000 Residents (1996)","Allergists/ Immunologists per 100,000 Residents (1996)","Anesthesiologists per 100,000 Residents (1996)","Cardiologists per 100,000 Residents (1996)","Cardiovascular/ Thoracic Surgeons per 100,000 Residents (1996)","Critical Care Physicians per 100,000 Residents (1996)","Dermatologists per 100,000 Residents (1996)","Emergency Medicine Physicians per 100,000 Residents (1996)","Endocrinologists per 100,000 Residents (1996)","Family Practice Physicians per 100,000 Residents (1996)","General Surgeons per 100,000 Residents (1996)","Gastroenterologists per 100,000 Residents (1996)","Hematologists/ Oncologists per 100,000 Residents (1996)","Infectious Disease Specialists per 100,000 Residents (1996)","Internal Medicine Physicians per 100,000 Residents (1996)","Neonatologists per 100,000 Residents (1996)","Nephrologists per 100,000 Residents (1996)","Neurosurgeons per 100,000 Residents (1996)","Neurologists per 100,000 Residents (1996)","Obstetrician/ Gynecologists per 100,000 Residents (1996)","Ophthalmologists per 100,000 Residents (1996)","Orthopedic Surgeons per 100,000 Residents (1996)","Otolaryngologists per 100,000 Residents (1996)","Pathologists per 100,000 Residents (1996)","Pediatricians per 100,000 Residents (1996)","Plastic & Reconstructive Surgeons per 100,000 Residents (1996)","Psychiatrists per 100,000 Residents (1996)","Pulmonologists per 100,000 Residents (1996)","Radiologists per 100,000 Residents (1996)","Radiation Oncologists per 100,000 Residents (1996)","Physical Medicine/ Rehabilitation Physicians per 100,000 Residents (1996)","Rheumatologists per 100,000 Residents (1996)","Urologists per 100,000 Residents (1996)","Vascular Surgeons per 100,000 Residents (1996)"
49045,Radford,VA,39697,2.4446,3.483,12.2457,156.8936670131,57.3408609608,98.9473380177,1.8945530569,6.5035080486,5.4590712325,1.077911899,0.04737,0.4528424253,6.2171243799,1.5090225472,23.1606417747,8.8774368613,2.0527495127,0.5265847417,0.1469283958,21.511467465,0.1904287136,1.6259120812,0.6260226214,3.4018072492,10.2262110985,3.8172214782,5.2757325782,3.299643999,6.2654,13.2332541327,0.6177204581,11.8344987797,1.7998007579,8.58869,0.2424055749,0.4077953111,0.1678690201,3.9384395923,0.0851746577
49046,Reston,VA,171551,1.132,1.5565,4.9771,211.6799177059,78.3649941596,132.2350586082,1.7794458488,13.1272536425,4.319872531,0.8825123851,0.50617,5.3057673657,6.9966159524,1.1422030063,27.6607791006,6.4909593612,5.7447254524,2.6994657008,0.7731457182,31.6689697196,1.3836182583,1.2926657648,0.8088961218,2.1628817985,12.7331366412,5.8092900887,10.7132081885,3.2581070534,3.86402,18.9084957422,1.0522507468,12.5115448134,3.5025487118,6.89378,1.0568880169,1.337212762,2.1097378765,3.5085293305,0.7079319907
49047,Richlands,VA,30759,5.3,3.9869,16.531,193.0286882258,71.4995723903,120.7882388427,2.4338331473,7.0334604499,3.6717288795,0.7806334312,0.12448,0.4599912384,7.856294904,2.4994299347,38.7522385424,16.3226908239,0.7096972906,0.557532209,0.135792428,17.7214950485,2.8437763089,0.3292183282,0.6139443617,3.1341824977,13.8438168624,4.6761054034,9.7901906435,5.6797833996,4.22916,15.1275471603,0.8057675516,8.0882389415,5.3741939968,10.74099,2.5583240713,0.2595132179,0.2568816976,5.7434014286,0.0912608373
49048,Richmond,VA,890443,3.1425,3.6584,12.2925,179.0882321168,66.7982416546,111.4785516172,1.3194173529,7.1238077909,7.7824131291,1.0686679299,0.51222,2.8772036684,4.008165175,0.8677489894,29.5268952793,6.5842206331,3.4760569756,2.0797485073,0.354341315,22.8268815454,1.1645800465,1.5143226478,1.4668109538,4.3049824003,8.8034375013,5.4398692297,6.8688828132,2.3295503096,4.10217,14.4632711749,1.6128838207,12.2477623197,2.4324647474,10.24107,1.3870214788,2.1997214272,1.1896340825,2.9716217833,0.5598909193
49049,Roanoke,VA,234215,2.5328,1.8622,11.941,183.0600950124,60.7626712145,121.2645785136,1.7982444931,10.3775595951,6.2089450456,0.8903652349,0.03193,2.1379291154,6.121745625,1.119150974,28.7584101734,8.1183047649,3.0326813014,3.4104490148,1.0895813348,20.9891811707,1.4923848719,1.2640196587,1.7752001595,3.527357302,10.6914109692,5.8529135557,5.8737543759,2.8739711699,4.61928,10.9717674666,1.8590688286,12.8822959437,2.3292599717,11.11356,1.6841212711,2.0830852335,0.9449415548,2.773529588,0.2219984514
49050,Rocky Mount,VA,27160,1.94,2.3656,10.1814,155.725823881,56.6754388326,98.2176842673,0.6697185126,10.7833224961,2.8352815317,1.410783723,0.02059,0.9391767279,5.9181733208,0.4540511127,34.2519526028,8.37003861,1.2832304646,1.5468390523,0.4511532872,9.7887899259,0.638405588,2.949255487,1.5359107093,1.5357178981,13.8120459453,4.8143591885,4.853327683,2.4261682846,2.33293,13.3413212671,1.5972116497,5.4266651317,0.9783195148,8.11614,0.7653961005,1.0795465969,0.3228186054,2.6324955017,0.2136247068
49051,Salem,VA,48105,2.3604,1.8728,9.4408,158.4871078097,51.0646728747,106.4092256531,1.97689802,8.3164584209,4.439726182,0.4590997185,0.03835,1.5513922633,6.076222806,0.972456611,25.1772376678,8.4783482654,2.8113737337,2.8082512168,0.9234499485,15.861751313,0.7241117958,0.5488378734,1.3120424754,3.1629992785,7.5189243388,5.3715251476,4.9718123785,2.4944849669,4.38942,10.3996087598,1.3824770638,13.722223651,2.8605156836,11.12849,0.7177354357,1.8884586798,1.7765249531,1.5498714758,0.1088750346
49052,South Boston,VA,57283,3.4288,3.6413,14.6116,161.5350483615,53.3272690167,107.2540830137,0.2652089496,8.6241902854,4.3583294789,1.9324313441,0.16637,2.47665508,10.4772979353,0.3158375313,27.5957342589,10.4949721787,3.6652307517,0.700036884,0.2386452115,15.453801674,2.2660893129,1.8741720844,0.7879755989,1.2952705403,14.9573392177,3.7181651115,8.0025099808,1.4039888941,3.86601,10.8310103771,0.7566443315,6.5380230341,2.1506525532,11.09796,0.2301221374,0.3963530083,0.3267477367,2.9615865108,0.1928616482
49053,South Hill,VA,28292,4.2251,4.8652,19.9947,167.8314684208,68.8537471429,98.3539016582,0.4608677533,6.0238432517,4.4803839879,4.3868148753,0.27694,1.1222612835,7.293611126,0.3269848428,41.7824733768,9.9698477237,1.2769599266,0.6764364182,0.1536260373,17.6762455544,0.5124629553,0.7104810853,1.1091487257,1.6441030392,15.5024175086,3.9243118483,7.6827106754,1.9701777093,4.71828,9.5526903597,1.2314187957,5.4847233622,0.896925513,10.58441,0.4232267794,1.0202528454,0.3768669451,4.0485074215,0.3337848602
49054,Staunton,VA,101563,2.6865,4.1898,15.5397,193.8404655752,62.1382372966,130.5716252991,1.2393490317,14.3909634852,3.8572307251,1.2314039275,0.31492,3.4651002688,13.2140488746,0.3569219423,32.5571430803,8.7279642716,3.1130798415,1.4727584509,0.1968554716,16.7582258565,0.0532724193,1.4031719064,1.5814690403,5.1113798376,12.2032800601,7.1497413678,7.7359069233,2.0924943542,4.08855,13.3764936638,1.0044223725,16.2017734413,1.5962420305,11.4942,0.3567516834,0.4959734717,1.1036595499,3.9928634016,0.797771104
49055,Stuart,VA,13441,3.0986,3.8599,16.5864,160.2370138178,62.6114330462,96.9703365436,0.437488999,6.1648558379,2.0063745547,0.974259883,0.14502,0.9487652578,5.4112198276,0.2633253814,43.4270061042,16.8343235318,1.3006225323,1.0052235138,0.3103649622,13.2623595934,0.3245526305,0.4833153706,0.7486170122,1.5439987368,8.9789944606,4.227942072,5.2271460129,3.3308645835,2.63346,5.6545398728,1.5120502834,4.2681560008,0.8639875061,11.3196,0.3966295466,0.3784552351,0.2645745536,7.1025074117,0.1765040504
49056,Suffolk,VA,66687,3.2029,3.3954,14.8,170.3900628486,50.4069616821,119.1514003871,0.214168494,6.8045639062,7.3511558946,0.443271816,0.23292,2.0210317352,5.5356516867,0.2630691673,25.7910167258,14.3832324138,4.2524096464,1.8834720862,0.3065851457,13.3987135132,0.2229958534,1.7268034405,0.92154819,2.6431133951,19.0566530555,4.3131351981,8.0870258028,4.1298474729,4.02615,11.3218885197,1.6961875358,7.5246445302,2.0815230484,9.27422,0.3656199685,0.5581624844,0.4041772048,4.4423300729,0.5397618054
49057,Tappahannock,VA,25143,3.7288,3.7918,12.6945,206.8218360142,76.3189943909,129.7578575299,0.9841306127,11.1435581908,8.6159033965,1.4642513923,0.46,4.6800420866,4.3389424574,0.5568542778,40.459511922,12.5463931563,2.1212537635,1.1826224404,0.3028571569,23.1850908931,1.0447910076,0.8326947944,1.562217431,2.7910010966,14.2677593433,5.2408317209,14.2944265116,2.6902664118,3.417,13.0088164725,2.2349537257,9.2288128429,3.725195551,15.2914,0.7305411758,1.6970659557,0.7353829324,2.9462530832,0.4345109527
49058,Tazewell,VA,12855,4.7041,4.0483,15.9725,187.53025922,76.4401712731,110.9715498462,1.0534538848,11.3497946286,2.5694896074,1.2920538571,0.10145,0.4006584694,15.1457869723,1.3229501041,44.3775222407,18.3781858946,1.3746957692,0.9772810286,0.1142553237,9.3258655437,0.767305385,0.8167693141,0.6219208992,2.1007166037,10.121655829,3.9727373382,5.8670974552,3.6427869349,4.00723,25.5319973839,1.6543649229,4.0419791743,2.3560233582,16.61322,1.2991274938,0.4729170889,0.4504993774,3.6826406303,0.0805433725
49059,Virginia Beach,VA,301681,1.8768,2.4405,7.7772,207.9183169401,62.8121972954,144.4359812854,1.3120846947,12.5490610003,6.7605823992,0.8106703691,0.15533,3.7537089287,15.1344539943,1.3200066552,30.1373157246,10.1721554904,2.7257926341,2.4700078969,0.5727475017,20.8462589025,1.0044537842,0.9718677604,1.9201550438,2.7020536441,12.8625221969,7.0564072732,7.5692757447,2.8766982143,2.60796,11.6014902405,2.4331301668,14.9419753811,3.8323815843,9.20369,1.410624037,1.3025921014,1.3996606117,4.6962938876,1.6781571396
49060,Warrenton,VA,54305,2.1426,3.3493,12.5422,188.0587322904,59.0575863119,128.0022479708,0.5111493149,14.5092540159,3.5639739046,1.2091857468,0.18082,1.2588572701,12.4728031534,0.5203185312,31.0906890017,11.951352478,2.8490196636,0.9175770919,0.461972123,18.6531636803,0.530140355,0.5151399865,0.7650280293,4.4172922999,17.7686292385,6.8811029393,10.0022524253,3.3363861994,4.62487,9.3497756059,0.9297381402,9.3103820258,2.3369295425,10.60273,0.4697376067,0.5734698109,0.4608700109,3.6062001481,0.1487227181
49062,Williamsburg,VA,68809,2.7236,3.2778,11.8987,267.5370132136,90.5002130704,176.1638709145,0.2883481834,16.0267225183,6.9298124058,3.4220791738,0.16887,1.9819176724,16.8183868122,1.5793019232,45.8328811452,11.2123002173,7.0849256086,0.6473280187,0.2238959778,28.1699557912,0.1676970819,0.3782633941,0.9243470899,3.3437940921,21.3549691995,8.0479550087,9.6397367273,3.8483414353,3.87129,16.2535320692,3.6267621937,26.4192949723,0.8134762357,11.42984,0.3458055371,0.5523720708,1.6976885881,5.593175385,1.4287948972
49063,Winchester,VA,120008,2.4137,3.2042,10.1351,140.3076366008,40.0908590588,99.6265605003,1.2143802048,8.7820576953,5.4592430245,1.4119245095,0.08455,1.998193946,6.7013238432,0.1250233426,16.8427843716,6.3276181858,1.9720991003,1.9000082429,0.7133112154,16.3776063419,0.1757915391,0.6781805166,1.0747184319,4.2524886478,11.6951510346,4.3784946945,6.15736445,2.7757431153,2.36845,6.8304460198,0.7972072537,7.7103056643,1.8708885621,6.0417,1.2110644875,0.7900411496,1.7175629124,3.0973093625,0.0480170033
49065,Woodbridge,VA,177257,1.4069,1.6145,6.1505,122.3041531937,39.2173009391,82.5517974966,0.7008183804,4.6271574206,4.7174019757,2.3632977905,0.10778,1.6949999945,2.1407360419,1.0761300181,17.8251971354,6.8931379365,3.0214540273,2.259233829,0.3914075946,14.1182451302,1.251803912,1.7742319729,0.892925458,3.3117259413,8.9763344431,4.4379178359,4.6105112653,2.4477027647,2.63776,7.3070013583,0.9698447965,6.1586825486,1.3352772379,2.72941,1.1186047269,0.4147707577,0.3500686755,2.8810427322,0.1874335563
49066,Woodstock,VA,21333,3.6162,3.7617,13.6969,164.2674772329,60.4028035571,102.9279547799,0.5854104961,6.0969654186,2.1343969394,1.1659372398,0.13826,1.0010659162,12.9008337812,0.1937406636,27.5921997338,12.0413025523,1.0587618493,0.7701009378,0.2854177345,25.965505452,0.1686586451,0.5650632039,0.8077549444,1.9561279374,12.8181274417,2.8718870841,12.5703469207,2.0135715596,1.97469,5.2179547163,0.7654316105,10.6768950904,0.7858290822,7.21381,0.4703882484,0.4301116602,0.6035854396,4.3251194394,0.043193678
49067,Wytheville,VA,31865,3.6765,4.2594,15.0708,172.4138511318,61.5773079117,110.0387852971,0.6913742396,6.9033742078,1.7035205756,0.9037091479,0.07916,0.4602142386,11.574210258,0.373121234,43.7524345502,12.8752456876,6.0366983467,0.6390313973,0.1863275243,12.9720274884,0.2173453027,2.8198331295,0.9257895916,1.0509046412,15.6696742248,6.4676083788,7.4950106259,2.2748018013,5.63581,4.1836293745,1.1137272032,7.359181799,3.0748179745,10.87573,0.3281129818,0.5319211774,0.2070697501,2.7379315462,0.1361080989
