HSA #,HSA City,State,Resident Population (2010),"Total Physicians per 100,000 Residents (2011)","Primary Care Physicians per 100,000 Residents (2011)","Total Specialists per 100,000 Residents (2011)","Medical Specialists per 100,000 Residents (2011)","Hospital-Based Physicians per 100,000 Residents (2011)","Surgeons per 100,000 Residents (2011)","Resident Physicians per 100,000 Residents (2011)","Allergists/ Immunologists per 100,000 Residents (2011)","Anesthesiologists per 100,000 Residents (2011)","Cardiologists per 100,000 Residents (2011)","Cardiovascular/ Thoracic Surgeons per 100,000 Residents (2011)","Critical Care Physicians per 100,000 Residents (2011)","Dermatologists per 100,000 Residents (2011)","Emergency Medicine Physicians per 100,000 Residents (2011)","Endocrinologists per 100,000 Residents (2011)","Family Practice Physicians per 100,000 Residents (2011)","Geriatricians per 100,000 Residents (2011)","General Surgeons per 100,000 Residents (2011)","Gastroenterologists per 100,000 Residents (2011)","Hematologists/ Oncologists per 100,000 Residents (2011)","Infectious Disease Specialists per 100,000 Residents (2011)","Internal Medicine Physicians per 100,000 Residents (2011)","Neonatologists per 100,000 Residents (2011)","Nephrologists per 100,000 Residents (2011)","Neurosurgeons per 100,000 Residents (2011)","Neurologists per 100,000 Residents (2011)","Obstetrician/ Gynecologists per 100,000 Women Age 15-44 (2011)","Ophthalmologists per 100,000 Residents (2011)","Orthopedic Surgeons per 100,000 Residents (2011)","Otolaryngologists per 100,000 Residents (2011)","Pathologists per 100,000 Residents (2011)","Pediatricians per 100,000 Residents (2011)","Plastic & Reconstructive Surgeons per 100,000 Residents (2011)","Psychiatrists per 100,000 Residents (2011)","Pulmonologists per 100,000 Residents (2011)","Radiologists per 100,000 Residents (2011)","Radiation Oncologists per 100,000 Residents (2011)","Physical Medicine/ Rehabilitation Physicians per 100,000 Residents (2011)","Rheumatologists per 100,000 Residents (2011)","Urologists per 100,000 Residents (2011)","Vascular Surgeons per 100,000 Residents (2011)"
49043,Portsmouth,VA,191341,312.16308462,112.69488597,203.02356337,76.614662206,31.5138389,73.342463169,44.543981949,0.8958428743,19.44332272,6.8725149734,3.1718901892,4.2966060032,4.2054414347,20.438675912,1.9874552743,49.509373886,1.1749580413,13.52440637,3.6266167331,5.248486626,1.5443272283,36.347259714,1.7069294714,3.0909754232,2.7246629746,6.4911396223,87.765066947,7.3416690435,11.275609796,6.8899800969,4.9956749417,26.339003667,2.9820646406,12.973904689,2.6999400419,12.488307465,2.0588927561,5.4598340177,1.7062088673,4.6328555234,1.4417565726
49044,Pulaski,VA,20279,188.75363259,68.379282292,118.03237693,37.4504507,24.714393411,44.727088171,19.297352738,3.6580453156,11.590962888,4.7133153832,1.4041234079,1.4732818936,1.0414352997,8.0221892683,0.5554271766,34.666453929,0.5511453561,12.68116157,2.5848283375,1.1373985868,0.3759655737,24.757553573,0.4216862455,1.0034733825,0.9633209254,2.2146145506,54.189012769,5.4838418545,6.5193067294,1.55549062,1.4756446986,7.7763045781,1.2823578114,8.8843201351,0.7779755607,9.4608083181,5.0827383848,2.0088628013,0.4305171368,1.6423622287,0.8072316404
49045,Radford,VA,44562,231.71895135,99.562438575,130.071773,42.457934471,32.724702178,42.549079169,18.482274768,1.8401100401,18.36950334,3.3247239946,1.4830506338,1.3046899989,1.5203940778,11.312186405,0.8170992706,48.634028945,0.7560192249,8.7599267414,3.3297034062,3.7759400412,0.2438321529,24.579063945,0.3430620956,1.4218267621,0.8231604093,5.0833140653,46.130680091,5.5163568801,10.463289339,1.3627003975,1.4593576957,28.130898731,1.229830214,10.19355978,0.8462432828,8.0641529504,1.1126507965,3.0911144024,0.2727489971,2.0441250937,0.8613137882
49046,Reston,VA,223048,221.41706205,81.876437833,136.9322818,51.442175548,24.640054319,44.235091198,16.15005589,2.8398737726,11.446190621,4.749756822,0.5245596122,1.6376653155,5.5156666405,8.1296577564,1.583412308,26.533609672,0.8333096334,5.7660145994,4.4202921627,2.7016681741,1.2382113554,36.135288321,1.3266602768,1.804382984,1.1574864562,4.0221326173,65.831283653,6.7128065837,7.2886808244,2.9054507865,4.1449928912,19.335832776,2.5062746358,13.176062799,2.370729423,6.9903716277,1.4670298343,2.0644148547,1.0955613974,2.2555164414,0.9349702663
49047,Richlands,VA,29019,200.13666361,76.493699082,121.21884294,36.062803256,24.902482866,50.430595132,15.220648088,2.5423310242,11.708943883,8.7771217453,0.9785466648,1.1133811687,1.0838602854,5.9914655939,2.4710991206,27.99457576,0.1418302098,11.203074813,3.6015578833,1.2674664567,0.3031286792,34.004815348,0.4659913896,0.781029078,1.4298754103,3.6994097757,101.723091,3.2128686648,7.4160402877,3.8129170426,4.0416318169,13.714181331,1.3566622698,6.5915126508,0.657432889,8.8065957444,0.432378626,1.0023190487,0.2877105254,1.6999258922,0.2748714129
49048,Richmond,VA,1091423,207.94946085,74.534391661,131.01575518,53.967872074,23.055366493,38.009504046,45.322438731,1.4674514084,9.8502654733,8.3102824214,1.0482573662,2.0015337742,3.5463265693,8.5433286579,2.200524391,30.520201486,1.8878352141,5.6580579179,3.1869870057,3.6374165728,1.3790508067,27.200699284,1.9390859258,2.0931482904,1.0790198805,4.5697182482,54.879785864,4.3522061675,6.1677141815,2.1340891174,4.1583299588,16.853206544,2.1861873028,10.632114339,1.3194509848,8.787607893,1.4337628038,4.4868425012,1.3469757868,2.8002085804,0.9880104123
49049,Roanoke,VA,260086,190.71079646,63.975209775,124.41766906,44.718239757,23.871056078,34.186140034,38.428778576,1.703220995,10.814381023,6.7151409296,1.3397081226,3.0633750788,1.7654107363,8.7749112957,1.3828246432,29.220157582,1.0861195845,6.4219013617,3.6149545048,2.0509607377,1.2854761182,23.254161243,2.612151711,1.6528258954,1.5473036056,2.7820067237,52.289852224,3.0832149149,4.1414258125,1.9888402891,2.4206380163,11.421218,1.8287754999,15.840589356,1.6508016097,9.0007008287,0.8513532959,2.8960251179,1.6866394315,1.6099411872,0.8950121275
49050,Rocky Mount,VA,28747,171.55575051,60.386161537,109.10058995,33.532331137,24.849956816,39.540789492,27.405196833,0.8056229551,11.734791413,3.9713251952,0.7802289028,1.9462261001,1.0244501797,8.2467262005,0.8409545268,35.487603966,0.6163993029,10.440718772,1.8142461237,3.1079194517,0.706318947,14.438887829,1.4836653515,0.9822986644,1.5823288513,1.3842487546,73.424920767,2.705656039,3.4961197136,1.4079279444,1.470763419,10.737507357,1.4173524172,7.7535378752,0.8464408444,7.4029525431,0.5289917388,2.1681802211,0.8993268406,1.5140115238,0.7746963344
49051,Salem,VA,53852,187.0052382,58.075874905,126.58278391,42.361425808,22.862102675,40.029778244,28.985787086,2.0906612137,9.9893655077,5.6537895083,1.194846325,3.298624482,1.2459439467,8.6716900781,0.707268938,23.046942748,0.8500237787,7.4335145303,4.421220904,1.875831496,1.18059233,25.132514244,1.5310686399,1.1892043323,1.5701993686,3.7268808145,58.119731854,3.7585886218,5.3363039768,2.9605168282,2.6665969449,9.0907604386,2.5108396327,17.393057876,1.9774378618,7.9612625342,0.6828903895,2.3748057924,1.6696337949,1.8819794904,1.1548780615
49052,South Boston,VA,53690,207.05744733,61.459360369,142.5235209,49.095989891,25.20552136,54.641474062,34.477465281,0.3299228051,11.948777466,5.1767925086,1.2957238292,3.185801446,1.1692624651,10.094479529,2.2482336222,32.873257412,0.7189730164,10.528057102,5.7596774749,4.1430773696,2.0530388164,15.800049908,0.7131001996,5.2237890312,2.6430242546,1.7467326554,95.846678133,4.9310268389,7.766992665,2.1261986999,7.7975478767,14.50198439,1.4647883354,10.065269851,4.6285529382,12.499270771,0.4807406279,1.4556331705,0.5199860538,4.6859068078,0.6854985016
49053,South Hill,VA,30418,216.98464708,76.217707665,138.48039238,38.307703743,27.543322609,61.701399439,35.093614874,0.586436575,14.130011785,3.5606315895,1.65528386,1.644446474,1.6185641376,9.9665648486,2.6889120909,39.561412338,0.8852634141,11.242903745,1.9137793611,1.7618688425,0.8303776942,19.79826088,0.9316028883,1.3264652272,1.158768053,3.9263775527,104.45051061,4.5360186887,10.141021567,4.1447843184,3.3684267557,19.167750438,1.9906862703,7.1586289944,0.865912772,8.9069428992,0.623007435,2.5744054861,0.6994241464,5.4841953025,0.9946546467
49054,Staunton,VA,111762,233.48573699,77.747574359,152.95605073,49.562414278,29.51316648,48.515488668,42.833207215,1.0582959933,16.834839809,5.4297964434,1.0237922391,1.2305442919,2.6336120321,13.93984361,1.9236686899,35.172388517,1.5719425919,7.637682416,2.5036657929,1.1036072002,1.1915616498,21.999835488,0.4234423301,1.4271193825,1.0251284478,5.7405193926,77.94483259,4.9488789015,7.1931988942,3.1319514825,6.1562994837,22.534352212,1.9855234229,21.585554502,0.3392238775,12.083343687,1.6905982705,2.328764486,2.3882372134,3.583330552,2.30157544
49055,Stuart,VA,12288,216.45509747,81.40420676,133.28237017,39.700331214,25.49101051,56.316093194,38.506050636,0.5875838085,12.321820215,4.9911832068,0.8584889889,1.7477026334,2.281603054,11.59828743,0.8239009037,44.165821877,0.8604697412,8.7972585085,2.8780646271,1.6787623119,0.7998232463,23.832544692,0.8217085039,1.7022686767,1.377726936,3.651627117,138.00342245,4.3186458775,7.0054499424,3.900091456,2.262359019,14.107330733,1.3580094956,7.6602704986,1.1936342312,34.508111938,1.3797384148,2.0315614408,0.6011837311,3.867126107,0.8875280336
49056,Suffolk,VA,84643,185.44482929,60.610198755,122.51055055,39.382340004,21.954464806,50.193105262,20.768310994,0.9464630845,8.8346324726,5.5843709997,3.3483851437,1.695197052,3.0967564669,7.4787292624,0.4604280836,21.963173482,0.427279022,7.6282007589,2.4466947428,1.7009284286,2.0980899392,19.229468685,0.4067577322,2.2395031926,1.2409260936,3.6303265653,59.733135468,4.721891353,9.2170497565,5.6925106667,2.4801707622,19.667756768,1.2751263593,7.695462482,0.7028529982,10.083054232,0.5196041825,2.8563679547,1.1214098771,1.5710961539,1.9186123213
49057,Tappahannock,VA,29137,199.45375397,68.934801345,128.09066624,40.090410483,24.217797814,49.489546493,30.871355685,0.7799408463,10.862104488,5.3283408396,1.2380321726,1.7166344173,1.7396645195,11.468358087,1.1085667082,34.71891838,0.769299712,8.2738913637,3.9548548849,1.4901310222,0.7514985442,17.795304995,1.162998177,1.0612180665,1.1293675455,2.3129637973,97.981467216,4.0258607179,8.4516839241,2.5671718051,3.2823111418,18.932182082,2.2057682175,6.0882589773,0.6041690354,14.757776968,2.417167002,2.6875621386,0.7003147404,2.5295636484,0.9252977505
49058,Tazewell,VA,17826,152.14560182,57.700831171,91.893937475,28.082512677,20.447481121,35.206430314,17.069118421,0.9880998183,8.3758136633,4.0042677932,0.8924746338,0.9630390683,1.3850349538,6.8862773059,1.3191154722,32.160927603,0.277590816,11.022146365,1.8506955564,1.438421235,0.3442427349,17.658759684,0.9135775134,1.5524194185,1.300105517,2.1344634922,58.461411526,1.9208389817,3.9089408978,2.1587012854,2.3391123058,7.5405743504,0.9770756612,5.1575597941,1.0646373032,6.0219973395,0.4236292049,1.1602074564,0.6078138044,1.3538538724,0.2813749866
49059,Virginia Beach,VA,313301,202.71978612,68.968353033,131.46933869,47.179565768,28.31607731,42.744490515,20.388000802,0.927804785,14.567257137,4.3881237118,1.0179210635,2.9031499991,4.1611610911,9.273875084,1.1121251902,30.290534064,0.678250491,8.4745890528,3.9741028014,1.7910405022,0.7011879669,21.847827864,0.7859881822,1.6443093273,1.4874269365,4.946529313,50.676115517,5.4541318068,4.8262493349,2.2980749853,2.3671095843,16.505783288,3.605470367,9.4203368937,2.2729990858,5.7885343588,0.9911929777,3.4269574154,1.8006815721,2.5252428196,2.7554311151
49060,Warrenton,VA,72576,230.68949705,79.813078431,148.29856022,47.008635355,29.396239307,58.517066297,20.094575909,1.5835331698,16.719934633,3.0132135485,0.6381961556,1.2748097723,3.463746854,14.974911468,0.6967813353,35.093238343,0.4482543765,7.7234739733,2.061078034,2.0755706483,0.7385298866,26.90109821,0.7070605822,2.0636716335,0.9546326631,4.7728634071,120.60007764,5.3586947455,11.80510439,4.2045542967,3.3458270328,18.023181284,1.9044152276,8.3381240494,2.4483029357,13.408572783,0.3872043863,3.2592109475,1.6421235087,1.8381288001,0.5701264772
49062,Williamsburg,VA,99984,237.68237887,83.492966003,151.69134265,53.609313153,26.097178883,48.638194944,20.300184665,0.9983228986,12.989653034,4.6760533769,0.9425777348,2.4050266796,5.2443708147,13.318717895,1.1721149772,36.93695504,1.0308700761,4.0199621069,4.4102632721,4.6733239383,0.3963421885,29.746127731,0.4116461384,1.2929954974,0.8001745055,4.076054655,97.923177132,4.3235554243,5.7275796511,1.1254912634,13.365983274,17.167282959,5.1208296483,18.935408672,1.7068376781,6.2143202624,0.9675867088,1.9159744854,1.7267533897,5.6883493361,1.7893939307
49063,Winchester,VA,157931,162.15855864,55.960678486,104.31160532,40.05462294,22.830455389,33.887233806,10.224278461,0.599266331,10.019183359,5.1859944925,0.7493296398,1.4215183154,1.6510242786,11.88463643,0.6336693047,22.182340019,0.555313006,5.2906179416,2.6411530377,2.1914684321,0.9700042978,22.354356468,0.9077711572,2.4576237104,1.7033479518,2.6821728266,48.927529918,4.2326024032,4.5144606051,2.2785347896,1.7342469503,11.421230655,0.7457584844,6.1609377465,1.2213507162,7.5230814099,0.8373936272,1.4866922967,1.2402044664,3.2017887454,0.8494509148
49065,Woodbridge,VA,227034,206.98455857,83.07456104,120.80716626,45.851225811,23.577416401,40.354207026,15.995089081,1.5368831614,10.465018801,8.0985833828,1.52199312,1.3720382582,1.9744156329,8.2702015764,1.1357018674,27.142953733,0.9378431972,4.4089256211,2.6149714743,3.8032180759,0.8751292456,38.580653766,0.9995059032,1.444237005,1.0630267745,3.5809369058,50.388263996,7.2472546689,7.0575287107,2.6480048816,2.5690543643,18.015157491,2.1408075252,8.6745812829,2.2629881255,7.3811266931,0.9590550956,1.945895458,1.0451039028,4.4533399372,0.3946479241
49066,Woodstock,VA,28204,197.41158066,72.498602601,122.55300738,42.896267863,23.073014354,45.759000693,15.156742137,0.539511587,10.166472244,3.2610370184,0.9432412499,1.378093785,1.3193397398,23.518547649,0.5249384456,33.13491228,0.3798944952,7.1837316062,2.0736697219,1.6568490979,0.8093257056,25.972707524,0.5711406478,1.517673246,1.2939837415,2.1928032554,85.972546615,5.737881933,7.056626925,2.0473249665,1.9946150091,13.466016499,0.744870205,8.0782648057,0.7124224028,8.9953406926,0.6386954559,1.1508546625,0.8291855649,2.2071359253,2.1211788875
49067,Wytheville,VA,33136,257.78262447,88.171795909,166.91683311,56.914721018,27.321807098,52.929937576,24.191614029,1.0129363281,14.259678478,6.984988445,1.1020737659,1.4486679957,1.3324846476,21.117076519,0.7500833739,52.706948805,0.5478261025,9.1096233292,4.4446319506,3.5353269423,0.4544429664,21.069880118,0.7911597119,1.1238787679,1.2904548281,1.9182853948,102.09453681,4.0485150889,6.7141978697,3.7496779704,6.7065362928,15.193585755,1.3502500686,27.083551178,0.7517349021,10.208809307,0.8296769432,2.0259277355,0.4899355308,4.7720844092,0.7481621544
